Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Infiltration Standard Density Volume Flow Rate [m3/s](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),MAINZONE:Zone Air Generic Air Contaminant Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),Electricity:Facility [J](Hourly) 
 01/03  17:00:00,-6.625,3.75,18.586256225628436,0.036070080913457106,2642196.7544805147,0.0,400.0000005263748,0.000021240384343111834,2554203.6385746454,12496.024591999203,12496.024591999203,14.971530255547105,24992.049183998406 
 01/03  18:00:00,-6.6875,3.625,18.417149015340755,0.03616254916306983,2626801.4707043376,0.0,400.000000212907,0.000008591265236835484,2538928.7801123085,12496.024591999203,12496.024591999203,14.774885849526296,24992.049183998406 
 01/03  19:00:00,-6.8125,4.0,18.336340210405336,0.036145376451360775,2684030.104736973,0.0,400.0000000876779,0.0000035379926238338576,2542649.8793346668,8843.196951689164,8843.196951689164,14.661633364933206,17686.393903378328 
 01/03  20:00:00,-6.375,4.625,18.380716880510835,0.0360372179334824,2846896.4638374713,0.0,400.00000004077873,0.0000016455113170010711,2498169.55544433,2075.4268086345273,2075.4268086345273,14.682748423575722,4150.853617269055 
 01/03  21:00:00,-6.0625,5.625,18.406371453065308,0.036066469797640915,2936967.2052291697,0.0,400.00000002115854,8.537946020973172e-7,2472930.4161286373,1035.9811480430874,1035.9811480430874,14.773853482194239,2071.962296086175 
 01/03  22:00:00,-6.0375,6.0,18.36297678244146,0.036035103594879526,2974100.5851163515,0.0,400.0000000115196,4.648362792301094e-7,2465770.4033356286,792.4572991508057,792.4572991508057,14.742445460573812,1584.9145983016115 
 01/03  23:00:00,-6.625,6.0,18.259675931793268,0.036070080913457106,3001345.0936847413,0.0,400.00000000643854,2.5980018704497255e-7,2517809.6897827312,706.7246767605835,706.7246767605835,14.598754316981157,1413.449353521167 
 01/03  24:00:00,-7.0625,5.375,18.138866752246393,0.0361918318131778,3005098.3504603626,0.0,400.00000000366384,1.4783043874853924e-7,2547697.660880239,668.6219110449579,668.6219110449579,14.415748967574554,1337.2438220899157 
 01/04  01:00:00,-7.6625,4.375,18.04295315178299,0.03625127385646208,3014265.7714576195,0.0,400.0000000021064,8.498651904952082e-8,2599518.0456719934,649.4033903609063,649.4033903609063,14.259012663694934,1298.8067807218126 
 01/04  02:00:00,-8.0,4.0,17.955018960494527,0.03626078442371297,3011602.942278629,0.0,400.00000000122003,4.922372709920896e-8,2622468.91665355,639.0515947118325,639.0515947118325,14.119595657392058,1278.103189423665 
 01/04  03:00:00,-7.75,4.625,17.93096607628334,0.03626686250466684,3011398.2442545593,0.0,400.0000000007096,2.8629574767164194e-8,2594025.9420105657,633.2733668544766,633.2733668544766,14.130374830755576,1266.5467337089533 
 01/04  04:00:00,-7.225,3.75,17.95664326489488,0.03618144621993323,3008436.9767862586,0.0,400.00000000041337,1.668015083491756e-8,2541816.4785530833,629.9778005711073,629.9778005711073,14.217626172094771,1259.9556011422146 
 01/04  05:00:00,-7.0,4.25,17.96001952923097,0.03613281859531027,3016815.4941150043,0.0,400.0000000002406,9.715417970399974e-9,2521377.160596101,628.0748534209059,628.0748534209059,14.275247392049929,1256.1497068418118 
 01/04  06:00:00,-6.812499999999999,4.375,17.941692261573287,0.03609477935670369,3013311.117390086,0.0,400.00000000014046,5.6674483228966904e-9,2499428.371655701,626.9737679976242,626.9737679976242,14.27612231679329,1253.9475359952485 
 01/04  07:00:00,-6.8875,4.0,17.92797448106814,0.03610178383891954,3017719.3910911432,0.0,400.0000000000821,3.3074820347160627e-9,2507598.257821409,626.334342677267,626.334342677267,14.26543042768578,1252.668685354534 
 01/04  08:00:00,-7.0,4.625,17.880902543391766,0.03612153351182732,3017617.022696589,0.0,400.00000000004803,1.932811974450822e-9,2514247.85584889,625.9623105241437,625.9623105241437,14.208249365492248,1251.9246210482875 
 01/04  09:00:00,-6.6875,5.0,17.882400048721788,0.036039777692786955,3011984.2619088083,0.0,400.0000000000281,1.1310310217819375e-9,2480876.612717692,625.7457244598584,625.7457244598584,14.239069428500773,1251.4914489197167 
 01/04  10:00:00,-6.1875,6.25,17.968552435385135,0.03599394541196982,3008059.6030071173,0.0,400.0000000000165,6.608331855313578e-10,2437074.9203759665,625.6189666157061,625.6189666157061,14.373594728898928,1251.2379332314122 
