Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),MAINZONE:Zone Mechanical Ventilation Air Changes per Hour [ach](Hourly),Electricity:Facility [J](Hourly) 
 01/04  10:00:00,-6.1875,6.25,16.0,5751480.256374773,0.0,400.00000000344346,3494957.473253848,18744.036887998802,18744.036887998802,13.525007216128747,0.7645282402688897,37488.073775997604 
 01/04  11:00:00,-6.625,5.75,16.0,5721513.027921455,0.0,400.0000000017888,3571882.2258209814,18744.036887998802,18744.036887998802,13.514175330932094,0.7640512861852102,37488.073775997604 
 01/04  12:00:00,-6.562500000000001,3.75,16.0,5685252.3395656105,0.0,400.000000000931,3565305.280776931,18744.036887998802,18744.036887998802,13.53418003933582,0.7652264207644027,37488.073775997604 
 01/04  13:00:00,-6.1125,4.25,16.0,5689203.717066377,0.0,400.000000000485,3491139.448177204,18744.036887998802,18744.036887998802,13.56892082411241,0.7647261771397194,37488.073775997604 
 01/04  14:00:00,-6.0,4.375,15.999999999999998,5699049.464377956,0.0,400.0000000002526,3470311.7449108018,18744.036887998802,18744.036887998802,13.565611826689292,0.764011991633884,37488.073775997604 
 01/04  15:00:00,-5.375,4.625,16.0,5713049.557617864,0.0,400.00000000013176,3365502.1594247455,18744.036887998802,18744.036887998802,13.602605998123586,0.763967791523162,37488.073775997604 
 01/04  16:00:00,-5.0,4.375,16.0,5734432.473704405,0.0,400.00000000006884,3305481.4448157293,18744.036887998802,18744.036887998802,13.637675584061137,0.7639412727449916,37488.073775997604 
 01/04  17:00:00,-5.0,3.375,16.0,5753170.907754241,0.0,400.000000000036,3310749.2272546017,18744.036887998802,18744.036887998802,13.661454723232795,0.7639412728538255,37488.073775997604 
 01/04  18:00:00,-5.125,3.0,16.0,5755374.466105325,0.0,400.0000000000189,3332675.978575106,18744.036887998802,18744.036887998802,13.656587461467215,0.7658029017174485,37488.073775997604 
 01/04  19:00:00,-5.075,2.375,15.999999999999998,5741086.701504246,0.0,400.00000000001,3327332.198411436,18744.036887998802,18744.036887998802,13.67682627327936,0.7650575241484876,37488.073775997604 
 01/04  20:00:00,-5.0,2.0,16.0,5719412.803401459,0.0,400.00000000000534,3312836.850663195,18744.036887998802,18744.036887998802,13.670874748774626,0.7639412728538255,37488.073775997604 
 01/04  21:00:00,-4.5,3.25,16.0,5701095.7917886665,0.0,400.00000000000284,3232474.280763968,18744.036887998802,18744.036887998802,13.714982709094103,0.7655214825868605,37488.073775997604 
 01/04  22:00:00,-4.075,2.75,16.0,5673498.652027888,0.0,400.00000000000165,3165413.4675522754,18744.036887998802,18744.036887998802,13.762449676663152,0.7648495286024075,37488.073775997604 
 01/04  23:00:00,-4.0,2.0,16.0,5651545.479000831,0.0,400.0000000000013,3150490.2732501994,18744.036887998802,18744.036887998802,13.754803293851456,0.7638784226090127,37488.073775997604 
 01/04  24:00:00,-3.875,1.375,16.0,5634435.114422721,0.0,400.0000000000008,3133316.8657161198,18744.036887998802,18744.036887998802,13.778727354220711,0.7647584869045685,37488.073775997604 
 01/05  01:00:00,-4.55,3.5,16.0,5639754.9504504055,0.0,400.0000000000005,3246803.2132419045,18744.036887998802,18744.036887998802,13.741178572099782,0.7644456158669579,37488.073775997604 
 01/05  02:00:00,-5.0,3.75,16.0,5634436.322067702,0.0,400.00000000000045,3311743.6267158356,18744.036887998802,18744.036887998802,13.665939274733995,0.7639412728538255,37488.073775997604 
 01/05  03:00:00,-5.0,3.0,16.000000000000004,5619032.072101039,0.0,400.0000000000004,3307270.2594480356,18744.036887998802,18744.036887998802,13.64575279636621,0.7639412729626593,37488.073775997604 
 01/05  04:00:00,-5.625,3.625,16.000000000000004,5620456.837892355,0.0,400.00000000000034,3412402.795742646,18744.036887998802,18744.036887998802,13.610081127260589,0.7639854712453952,37488.073775997604 
