Hour,T_out_C,T_in_C,CO2_ppm
1560,-2.775,11.384292061947932,403.36610326953496
1561,-3.0,11.068241009414384,401.50851627644863
1562,-3.125,10.756015722854404,400.6771223833992
1563,-3.7,10.431889044760691,400.3067199849608
1564,-4.0,10.10438942818347,400.13804389048704
1565,-3.4375,9.815356962645716,400.0618403899163
1566,-3.0375,9.5517660510112,400.0278494555136
1567,-3.0,9.317516492562168,400.012476432007
1568,-2.375,9.11747000875174,400.0055886460027
1569,-1.375,8.921950065006909,400.0025014573359
1570,0.25,8.766673141995081,400.0011019811728
1571,0.875,8.662367064181607,400.0004864557857
1572,1.425,8.59918160372871,400.00021713725846
1573,1.8,8.598320369944739,400.0000952219224
1574,1.6125,8.6588253401953,400.0000420480498
1575,1.8125,8.740052750135064,400.0000187995341
1576,2.0,8.838351391412859,400.0000081776146
1577,1.875,8.96892942863034,400.0000035760356
1578,1.925,9.07925961421958,400.0000015880146
1579,2.0,9.169039558880026,400.000000687854
1580,2.0625,9.274632753418215,400.0000002984944
1581,2.0375,9.3435689557386,400.000000132692
1582,2.0,9.38143161056565,400.0000000584788
1583,1.8125,9.418326926720455,400.0000000259165
1584,1.575,9.429143397931217,400.0000000115953
1585,1.5625,9.42967584197224,400.0000000051453
1586,1.6625,9.43830274011336,400.0000000022945
1587,1.8875,9.426517291794504,400.00000000103
1588,1.6875,9.397014556953428,400.0000000004575
1589,1.4375,9.375939455074914,400.000000000204
1590,1.525,9.354829796122017,400.0000000000912
1591,1.225,9.332888473345092,400.00000000004064
1592,0.875,9.326968666751691,400.0000000000184
1593,0.55,9.319214015719096,400.0000000000083
1594,0.775,9.32069691513878,400.0000000000038
1595,1.0,9.34438779418954,400.0000000000016
1596,1.0625,9.382287411574309,400.0000000000008
1597,1.1,9.477534928531249,400.0000000000005
1598,1.0375,9.624819973307334,400.0000000000003
1599,1.0,9.816318637792182,400.00000000000034
1600,0.5625,10.041032319181678,400.0000000000003
1601,0.3,10.28378331942293,400.00000000000034
1602,0.4874999999999999,10.511642856573014,400.0000000000002
1603,-1.65,10.63267796262578,400.0000000000001
1604,-3.0,10.682637733194037,400.0000000000001
1605,-3.625,10.6561224739979,400.00000000000017
1606,-4.0,10.53538816207822,400.0000000000004
1607,-4.0,10.365688152754334,400.0000000000003
1608,-5.25,10.114669290947312,400.0000000000002
1609,-5.375,9.83326715021003,400.0000000000001
1610,-4.875,9.559224744770829,400.0000000000003
1611,-4.925,9.24528631197722,400.00000000000017
1612,-4.375,8.929592681682319,400.00000000000017
1613,-4.0625,8.636227824767666,400.00000000000017
1614,-4.0375,8.347519276395202,400.00000000000034
1615,-4.0,8.101414007877882,400.0000000000003
1616,-4.0,7.891004016518886,400.00000000000034
1617,-4.0,9.51810752909982,519.8920649096586
1618,-3.375,9.710730130641547,726.682336963016
1619,-3.6875,9.68988490029345,835.1092058569196
1620,-4.0375,8.265802986672384,775.8534636693163
1621,-4.0,9.523598384966249,772.5954901985097
1622,-3.375,9.88215984114334,851.484300618308
1623,-3.0,10.096505954589786,891.6743896144325
1624,-2.375,10.321859011038065,908.1694056150982
1625,-2.4375,10.550913696855426,915.6759350107362
1626,-2.8875,8.961346227062524,800.2584260220859
1627,-3.0,8.754600392838583,594.9781457910368
1628,-3.5,8.792011013094339,487.6851028337208
1629,-3.3,8.817390269264166,439.87862216896593
1630,-3.625,8.807455617155147,418.0571442104278
1631,-4.375,8.751555123252905,408.19783378360125
1632,-5.475,8.663465419690583,403.7420126450981
1633,-6.625,8.548711907933246,401.7008403843288
1634,-6.4375,8.43566087713233,400.7737415659901
1635,-7.9125,8.281313575232481,400.3537712505197
1636,-9.0,8.1047132042663,400.1609468556586
1637,-8.1875,7.95296439069642,400.0733200108309
1638,-9.1375,7.766419886862591,400.03357397662967
1639,-9.375,7.599583045586316,400.0152898180673
1640,-6.75,7.488252948893804,400.00696359749713
1641,-3.9,9.198975002833144,520.0124547245128
1642,-2.375,9.425162192433469,727.5842947738836
1643,-0.8750000000000001,9.434664839567594,836.9552189315851
1644,-0.7,8.039044612599149,778.1094104960106
1645,-0.375,9.31756435344448,774.7305982839342
1646,0.3125,9.713055242259877,853.8398648580717
1647,0.1875,9.97956071155518,895.131282703808
1648,0.0,10.281376427627295,910.8240273647132
1649,-0.0625,10.616550109290149,918.4142389871488
1650,-1.2875,9.130464085529384,802.8149073598339
1651,-2.625,9.014584736014742,596.704469539097
1652,-3.75,9.136600053303834,488.67535881873584
1653,-4.075,9.232022776215905,440.43179230495866
1654,-4.0,9.288484652296258,418.3284618594791
1655,-4.875,9.278401166561313,408.31608643052334
1656,-5.775,9.216836548082355,403.7938655131509
1657,-6.625,9.11906569868069,401.72008545306267
1658,-7.187500000000001,8.99337259871465,400.78016676366906
1659,-7.7375,8.844433933840014,400.3557066548834
1660,-7.375,8.688695723455858,400.1613583903219
1661,-7.437499999999999,8.511746820414794,400.0732758985852
1662,-8.5125,8.30291084857095,400.0334518460802
1663,-7.75,8.147241691255207,400.01520058700186
1664,-6.0,8.014070140340072,400.0069227877234
1665,-3.9,9.700487495567051,519.9737895170482
1666,-2.375,9.924251093814078,727.3225177956174
1667,-0.3125,9.934274576378131,836.479251821294
1668,0.7625,8.556256712797982,777.3999833268487
1669,0.7375,9.83517039606538,773.4997891011033
1670,0.7,10.218228125165991,851.9958232138159
1671,0.8875,10.477341436631932,893.3252196763237
1672,0.6249999999999999,10.74594199447081,909.1089040799304
1673,0.3375,11.024153881774776,916.0774102169352
1674,0.175,9.49732302934178,800.5158028096469
1675,-0.5875,9.338847091922156,594.9844407138592
1676,-1.875,9.416518117532704,487.6287998439904
1677,-2.15,9.484641959231638,439.8598178440748
1678,-2.625,9.512062721506169,418.0025604552444
1679,-3.3125,9.495497400486189,408.1132651035576
1680,-3.1875,9.462862048957971,403.6738762812285
1681,-2.375,9.414324395710924,401.6530137764258
1682,-2.5625,9.325834105320611,400.74023997150704
1683,-2.9625,9.213909386269794,400.3307505445586
1684,-3.0,9.104159359732304,400.1473217631082
1685,-3.2500000000000004,8.983020061426789,400.0656400082182
1686,-3.775,8.851664280425952,400.02929868360775
1687,-4.0,8.729729357360174,400.0130585524217
1688,-4.0,8.622166941560453,400.00582950435535
1689,-3.375,10.341223076695233,519.3431572022326
1690,-3.0,10.600893040425856,723.0971404939529
1691,-2.6875,10.630105807079646,827.542486096855
1692,-2.1875,9.23296955927078,766.9461659788373
1693,-2.625,10.44340179830628,764.8316805350139
1694,-3.0,10.703853192744957,844.2290999310021
1695,-2.375,10.8227471442136,883.7434651270387
1696,-2.0,10.931841623381027,901.0371841398544
1697,-2.25,11.0235063580373,909.3641194636853
1698,-1.525,9.322897219435884,794.2315279908406
1699,-1.0,9.001414478537933,590.93552868698
1700,-1.625,8.935018311079139,485.0912822835916
1701,-1.375,8.887641075090166,438.3611456029667
1702,-1.0,8.846250217880906,417.29648583788935
1703,-1.4375000000000002,8.787965113497322,407.83226822225015
1704,-0.6375,8.742538718640985,403.5494458933318
1705,0.0,8.702882299104495,401.6096065800505
1706,0.125,8.653741333159369,400.730823162494
1707,0.3875,8.611095871289482,400.3318141687488
1708,0.8125,8.576849325431162,400.1504289366925
1709,1.125,8.55125808094158,400.0680851289317
1710,1.2,8.526810677974847,400.0308162473733
1711,1.4500000000000002,8.512063533507698,400.0138853427685
1712,1.5375,8.510946732265364,400.00623603528027
1713,1.1875,10.331938093971283,519.6786608028995
1714,2.875,10.739840237841149,726.2134836890611
1715,4.125,10.901546253879816,833.8982955543408
1716,5.887500000000001,9.66437570584791,773.4768701489428
1717,7.0875,11.046100864235967,765.2762117301997
1718,7.325000000000001,11.5429834199846,843.5693568813346
1719,7.775,11.9179870714058,885.4683328242738
1720,8.0,12.33571884905896,903.3135997444168
1721,7.3125,12.767348396199589,910.2635017428132
1722,5.7125,11.404154611601424,793.364131464311
1723,4.375,11.411763407399118,588.9050025832984
1724,3.8125,11.653001787124223,483.7452395615355
1725,3.2625,11.842288529218754,437.4498813254919
1726,3.0,11.976117204071713,416.6376238839694
1727,3.375,12.081872415253764,407.3933802448315
1728,3.1,12.130350082273193,403.301631053764
1729,2.8,12.132384048735087,401.47252354594127
1730,3.175,12.125513395089936,400.6572476557692
1731,3.15,12.08580690245137,400.29399827789416
1732,2.375,12.009859079291044,400.1306824879324
1733,1.875,11.935055309748426,400.05802799800426
1734,1.925,11.866317915207055,400.0258175724905
1735,2.0,11.82292708836863,400.0114891926264
1736,2.1875,11.780101211626429,400.0051399841116
1737,2.1125,11.71244014284918,400.002296653566
1738,3.4375,11.67046264548505,400.001020146239
1739,4.487499999999999,11.666313438095388,400.00045142889326
1740,5.6000000000000005,11.717802797395173,400.00020030262976
1741,6.2,11.83886539746774,400.0000890302112
1742,6.2,12.012156680036355,400.00003953792736
1743,5.45,12.22917213076336,400.0000175378997
1744,5.0,12.480067263119183,400.00000780429366
1745,5.125,12.75844073048315,400.0000034631021
1746,5.075,13.0324266975849,400.0000015382147
1747,5.0,13.275283857450257,400.00000068577776
1748,4.9375,13.474947840662466,400.0000003052062
1749,4.9625,13.622657471137286,400.0000001360386
1750,4.375,13.710053218866395,400.000000060783
1751,3.9375,13.75077159931925,400.0000000271408
1752,3.9625,13.755772925156569,400.00000001209474
1753,3.25,13.711013245423358,400.0000000054009
1754,2.675,13.646080176449516,400.0000000024114
1755,2.85,13.581433138089086,400.0000000010748
1756,2.4375,13.482831428438676,400.00000000048016
1757,1.9125,13.36306603024122,400.0000000002143
1758,1.8,13.242901009819477,400.0000000000957
1759,2.1125,13.138619534136318,400.00000000004286
1760,2.925,13.06202276997842,400.0000000000196
1761,3.05,12.969275307021077,400.0000000000088
1762,4.2125,12.892993992642,400.000000000004
1763,4.5,12.845135039449152,400.0000000000017
1764,4.7,12.8333281631742,400.0000000000007
1765,5.0,12.871692321506156,400.00000000000045
1766,4.375,12.931653980533389,400.0000000000003
1767,4.0,13.019356291273937,400.00000000000034
1768,4.0,13.12451459924276,400.00000000000034
1769,4.1875,13.23654698096624,400.0000000000003
1770,4.1125,13.33017019191639,400.0000000000003
1771,4.0,13.400167580238111,400.0000000000004
1772,4.0,13.465558218052006,400.0000000000003
1773,4.0,13.504233015334188,400.0000000000004
1774,4.0,13.519290524691996,400.0000000000002
1775,3.875,13.52358735553083,400.0000000000001
1776,3.425,13.503472877037844,400.0000000000002
1777,3.575,13.476497395154215,400.00000000000034
1778,3.7375,13.451080942013268,400.00000000000034
1779,3.8875,13.419717188828844,400.00000000000034
1780,3.375,13.368653884527305,400.00000000000034
1781,2.5625,13.30615136088584,400.00000000000034
1782,2.1125,13.249234143840884,400.00000000000034
1783,2.0,13.206107309824969,400.00000000000034
1784,1.875,13.1775564449334,400.0000000000003
1785,2.55,14.929402748699433,519.2377992949043
1786,4.25,15.268124362360805,723.1237004548426
1787,6.5,15.39386050671024,827.9118383141926
1788,7.15,14.119567910757372,766.4029826809227
1789,8.125,15.428865911856215,763.0839124685498
1790,8.8,15.85932296363923,840.7466540579853
1791,8.925,16.166526317324386,878.8433453334288
1792,9.0,16.510348953401948,894.4517489203686
1793,7.937500000000001,16.8699485201543,900.0203345149387
1794,6.4875,15.485133459598496,783.3407419266917
1795,5.375,15.43814152289774,581.6641494578157
1796,4.875,15.619376444773293,479.2144377724699
1797,4.925,15.75705519929271,434.939732863552
1798,4.375,15.82168483029414,415.3363547303508
1799,3.3125000000000004,15.839547906579648,406.7342378170448
1800,2.2125,15.8097944261742,402.972409452375
1801,1.925,15.745055206100815,401.3126939995997
1802,1.9375,15.673175009063522,400.5775017605312
1803,1.9625,15.570030356723958,400.25479519611184
1804,2.0,15.438529946000813,400.1120228506362
1805,1.8125,15.307110092835387,400.0492939412989
1806,1.5124999999999995,15.156186972060572,400.0217964959993
1807,1.4,15.01408388731781,400.0096293553957
1808,1.5875,14.887985084819045,400.0042468310119
1809,1.8875,16.50409880743024,519.0019264691787
1810,2.625,16.71335785576873,722.0830965869136
1811,3.4375,16.73051213481211,825.2775670694879
1812,3.8875,15.375706940348444,763.4740288950272
1813,4.0,16.558603267377627,760.2826725797634
1814,4.375,16.843659399571266,837.4401563309076
1815,4.85,16.988971641960447,875.4161693677037
1816,5.0,17.13588286810474,891.4922558683105
1817,4.375,17.278874849139367,899.1314793859585
1818,4.0,15.684975485431575,783.2083320536356
1819,3.5,15.42618237080812,582.5180314689156
1820,3.5125,15.418457146859186,480.1835609475799
1821,3.8875,15.409202952888968,435.5162598586044
1822,3.25,15.361677176736158,415.72489016317184
1823,2.8,15.305709497219157,406.9516867888183
1824,2.425,15.241938044029917,403.0791643061626
1825,2.2625,15.164862762626576,401.3657074452484
1826,2.1750000000000003,15.086538460278147,400.6059732996872
1827,2.0375,14.99599598318648,400.2688940585858
1828,1.75,14.891552072258603,400.1193318931311
1829,1.4125,14.784269516235003,400.0528471637021
1830,1.1125,14.677046025424044,400.0234215227324
1831,1.1875,14.582257534512404,400.0104021589044
1832,1.425,14.484140740620203,400.0046125618302
1833,1.875,16.161746970602515,519.3147791572468
1834,3.2875,16.43456521058748,723.5591324030065
1835,3.9375,16.47144169158268,827.510998901193
1836,3.9625,15.1325834785721,765.5247831850863
1837,4.625,16.364411895360192,762.0668654267502
1838,4.5625,16.68373177359063,839.6218518522817
1839,4.1125,16.851530892325705,877.7525487181753
1840,4.0,17.030941156225893,893.7229816756583
1841,3.75,17.20898061046135,900.5824033465556
1842,3.225,15.644247927039988,784.4720082001307
1843,2.8125,15.39510233562538,583.0004817667543
1844,2.575,15.350884901816055,480.2210786446565
1845,2.8125,15.254123437949424,435.5638420532273
1846,2.375,15.093937183085362,415.7136448889679
1847,1.9375,14.919151131868936,406.9491548721983
1848,1.65,14.74791152871977,403.0874992411086
1849,1.6250000000000002,14.581874539720834,401.3736331712043
1850,1.7625,14.428013495579211,400.6103680827384
1851,1.9875000000000005,14.28743081860787,400.2712514188451
1852,1.9125,14.144154512533513,400.1206132476932
1853,1.7375,13.989809247014872,400.0536995953349
1854,1.575,13.819097910355442,400.0239661176662
1855,1.25,13.636442502610446,400.0106778297858
1856,0.6625,13.47030691716144,400.00476087782135
1857,0.775,15.1071228529846,519.3501816594992
1858,1.3125,15.338184162279976,724.2388894189323
1859,1.4375,15.35213139546819,828.8166900615527
1860,2.5250000000000004,14.001529818394598,767.6385499610418
1861,3.075,15.219186523514804,764.6699637057293
1862,3.625,15.49323446934385,843.1241324988163
1863,4.0,15.571660416490252,882.0335335635173
1864,3.3125000000000004,15.57728699631268,899.0230397558466
1865,3.025,15.54112703368931,906.7137403694876
1866,2.8500000000000005,13.733345625736678,790.6976976720915
1867,1.825,13.2362461964848,587.7846296344125
1868,1.1125,12.99829634542949,483.3463786475497
1869,1.0,12.782723536293185,437.38702133498526
1870,0.4375,12.564509237813065,416.7627299182726
1871,0.1625,12.351687295976964,407.52266510346936
1872,0.075,12.145919657442874,403.3791069001893
1873,0.0625,11.943179127204928,401.5138710508912
1874,0.0375,11.746467471799118,400.67956388907015
1875,0.0,11.550088967924426,400.3057077175001
1876,0.625,11.36725468958856,400.1375449357807
1877,0.4375,11.188829653519909,400.0618301492984
1878,-0.5875,11.005752532590003,400.0278832237455
1879,-0.375,10.867635167058,400.0125304303223
1880,0.0625,10.768748821918916,400.00563410499166
1881,0.6625,12.489374218150552,519.5992676759394
1882,1.625,12.788078151296371,725.4499045293886
1883,2.5,12.863281041009143,832.6993479309524
1884,4.175,11.570056105220525,772.4011294333291
1885,4.375,12.89004121414527,769.2623917532676
1886,4.0,13.297621442744274,846.2607516702756
1887,4.0,13.59875257961099,884.222237166561
1888,3.5,13.914481115970158,897.5798751777492
1889,3.075,14.260548674089176,903.3383278411824
1890,3.2500000000000004,12.840383001458385,789.7155001885606
1891,1.9,12.71963769789361,587.4284384395277
1892,1.0625,12.775989561628403,483.1939184456253
1893,1.0375,12.769287303499622,437.33731935112
1894,-0.25,12.664474121140444,416.653759107396
1895,-0.4375,12.519587690555268,407.4514983089092
1896,-0.6625,12.331250373324712,403.3510982667236
1897,-1.625,12.092027733854076,401.4975926794167
1898,-1.375,11.863419719835536,400.6712717451064
1899,-2.25,11.60115524817627,400.30259973886126
1900,-3.0,11.31755578114678,400.1358258535894
1901,-2.5625,11.069256879661278,400.0610078620359
1902,-3.3625,10.822367764712885,400.0275385385641
1903,-2.75,10.63882807387218,400.0124268086894
1904,-1.5000000000000002,10.473295060642574,400.005587045601
1905,-1.075,10.284970762747442,400.0025150268664
1906,0.4999999999999999,10.130741578015424,400.0011130343988
1907,1.4625,10.057022218841851,400.0004926300438
1908,2.4375,10.04478243535078,400.0002200857886
1909,3.0,10.101502388040894,400.0000967506216
1910,3.5625000000000004,10.238261184355537,400.0000425256183
1911,3.9625,10.414733808085872,400.0000188897392
1912,3.375,10.58660116872158,400.0000082762763
1913,3.75,10.802541096818146,400.0000036106543
1914,4.3875,11.018719532973943,400.0000016021713
1915,3.0625,11.169378680186028,400.00000071196
1916,2.2625,11.296634937577087,400.0000003176108
1917,1.8625000000000005,11.398412620199014,400.0000001423701
1918,0.975,11.446317486944638,400.0000000639546
1919,0.6,11.469090548254206,400.0000000287269
1920,0.35,11.463835222144176,400.00000001289766
1921,0.3875,11.431990223492129,400.0000000057886
1922,0.7499999999999999,11.391994937046272,400.0000000025933
1923,0.9625,11.330898041532352,400.0000000011643
1924,0.8125,11.246224076689703,400.0000000005246
1925,0.7,11.156122405178772,400.0000000002364
1926,0.5125,11.067847550064174,400.0000000001061
1927,0.7125,11.00543074647825,400.0000000000479
1928,0.8375000000000001,10.950872888361742,400.0000000000218
1929,0.675,10.878120968511231,400.0000000000098
1930,1.6625,10.832174220688982,400.0000000000043
1931,2.6125,10.84117969922126,400.000000000002
1932,2.8625,10.878382757247524,400.00000000000097
1933,2.9,10.954305928806647,400.0000000000005
1934,2.9625,11.074019592298516,400.0000000000003
1935,3.125,11.232367177685576,400.0000000000001
1936,2.45,11.40274747177856,400.00000000000034
1937,2.0625,11.589016340858247,400.0000000000003
1938,2.4750000000000005,11.784023831220956,400.00000000000045
1939,2.2625,11.950672594012667,400.0000000000003
1940,1.9375,12.067916767232452,400.00000000000034
1941,1.7125,12.107237952830577,400.0000000000003
1942,0.8500000000000001,12.051482017201142,400.00000000000034
1943,0.275,11.946428484140297,400.00000000000034
1944,0.2,11.794353878823497,400.0000000000003
1945,0.2625,11.596591413566625,400.0000000000002
1946,0.175,11.384127058215238,400.0000000000001
1947,-1.2125,11.137089159383368,400.00000000000017
1948,-2.625,10.86686916345608,400.00000000000034
1949,-2.375,10.64309548098627,400.00000000000034
1950,-2.625,10.437878011008864,400.0000000000002
1951,-2.375,10.28333499994379,400.0000000000002
1952,-1.3125,10.150524206654683,400.0000000000001
1953,0.2875,11.835804171079344,519.6536413392694
1954,1.125,12.068635977165467,724.9560771503545
1955,1.3249999999999995,12.100177826417328,829.2663454555956
1956,1.4625,10.775436085146826,767.7701899926527
1957,1.5,12.09426584830322,763.9837331144067
1958,1.8125,12.51576953662439,839.3572308907746
1959,2.0,12.81017864492426,875.1925670707305
1960,1.3125,13.111186301107818,888.5837059401878
1961,0.7749999999999999,13.444858066417048,896.4000829417715
1962,0.6375,11.998599027566495,784.5065060235684
1963,-0.4,11.872803614443862,585.6110256482216
1964,-0.9375,11.975583197814355,481.83769785605097
1965,-0.3375,12.068245634221707,436.571337188504
1966,-0.625,12.088460308061094,416.2564486469248
1967,-0.875,12.06646583171521,407.22364265047554
1968,-0.3,12.017982496049996,403.21755664261786
1969,-1.25,11.911055165798876,401.4226582923277
1970,-2.0,11.787564508763126,400.6286777375794
1971,-2.0,11.662073461394764,400.278835118845
1972,-2.0,11.516507833343804,400.1233021408924
1973,-2.0,11.370962493722438,400.05465382300486
1974,-2.0,11.210689542881214,400.0244081995323
1975,-2.0,11.060851974667598,400.0108214956938
1976,-1.6875,10.936814764787556,400.0048090433668
1977,-1.1875,12.608570446686318,519.277508939785
1978,0.875,12.862277823717346,722.5892162661058
1979,2.625,12.924981580319914,828.1361024100775
1980,4.25,11.598343807535596,767.6728023611655
1981,5.0,12.882969151385014,762.6784923876082
1982,5.125,13.269936883952616,839.3906080795873
1983,4.8875,13.50709938920182,880.3577340581263
1984,4.7,13.748002230914128,892.0638005194196
1985,4.8875,14.026072579418344,899.5776287630957
1986,4.375,12.51807986101576,786.1990075738001
1987,2.6875000000000004,12.345737728848524,585.2239326505156
1988,1.9625,12.432131847288243,482.150589653604
1989,2.0,12.509267768457311,436.9477945250159
1990,0.9375,12.5285283120125,416.51001368139737
1991,0.175,12.5146015558054,407.3941963052109
1992,-0.5875,12.464198966640248,403.3236013542644
1993,-0.375,12.395695131447962,401.484083476446
1994,0.25,12.324880213246448,400.6633691061446
1995,-0.475,12.203204847947458,400.2984632755946
1996,-1.0,12.054399798752636,400.1337409694039
1997,-0.6875,11.918399725616064,400.0598667143017
1998,-2.0625,11.749659081282282,400.026959291275
1999,-1.125,11.626962500777667,400.01209332477225
2000,0.5,11.541636213591175,400.0054216020904
2001,2.175,13.236104399489092,519.6041911492684
2002,4.25,13.501714401221223,724.381323879782
2003,5.25,13.555382829801388,829.3812629741708
2004,5.775,12.24933514010258,768.6736738641221
2005,6.625,13.589085535821493,764.3969764874339
2006,7.0,14.052089768094136,842.7019087781987
2007,7.0,14.39749581432759,882.2100472290201
2008,7.0,14.784534735244248,898.078375398031
2009,7.124999999999999,15.200481845773176,906.4532084594612
2010,6.45,13.841007922046856,791.403990363698
2011,4.75,13.813234201629722,588.4803225870503
2012,3.4375,14.002992175331736,483.7295680165128
2013,3.1,14.163056477163558,437.5739285121768
2014,1.35,14.240049127150328,416.8147654668088
2015,0.2375,14.259019060520144,407.5277792497401
2016,-0.55,14.241712104972212,403.3772040392511
2017,-1.0,14.183252426474263,401.5105188936634
2018,0.9375,14.134393874775412,400.6751852043253
2019,-0.4624999999999999,14.010647472341894,400.3025759047656
2020,-2.0,13.837585186830609,400.1352377693721
2021,0.5,13.731123895366157,400.0605222944112
2022,-0.5,13.57241484069144,400.0271997446526
2023,0.0625,13.452460866024513,400.0121798503173
2024,1.3624999999999998,13.342614518029125,400.00545904354937
2025,1.65,14.97448298870336,519.4099493808991
2026,5.675,15.26118414453322,724.7191671065149
2027,8.6875,15.351713543052869,830.7643680332887
2028,10.2875,14.09169258344014,769.7723322057302
2029,11.625,15.434746001987689,765.9410479873882
2030,11.125000000000002,15.88315726874142,842.4728417957242
2031,11.475,16.237407311755877,880.3783918981674
2032,11.375,16.62631348733101,893.8671784957423
2033,10.6875,17.016880390664703,901.7197755676387
2034,10.1875,15.664609887649332,787.5070072497339
2035,9.375,15.634935681513769,585.4832934951119
2036,9.0,15.830082057926916,481.57827042154975
2037,8.375,15.99467375826783,436.3360886997151
2038,6.6875,16.09634654041308,416.1161614201265
2039,5.7125,16.167898167393595,407.15161275292417
2040,5.4125,16.220202747961423,403.18989947676914
2041,5.2375,16.239940272262967,401.41714250069936
2042,5.075,16.236201437188058,400.6292680497635
2043,5.0,16.208667845488026,400.28098119755504
2044,3.75,16.141040338029793,400.1247220711936
2045,2.8125,16.057884714008793,400.0554394793991
2046,2.575,15.983869051772672,400.0247460370482
2047,3.75,15.96158869314675,400.0110048416275
2048,4.75,15.906979363554155,400.0049002707399
2049,4.9,17.55347791404769,519.2807116248894
2050,8.7125,17.872122928116816,723.9238101490874
2051,11.5,17.984211382435106,829.340223524686
2052,12.55,16.761248029121088,768.0381627036975
2053,13.625,17.908133899875104,764.1386566380718
2054,13.312499999999998,17.9999999896671,841.1646853382422
2055,13.5875,17.99999999999995,880.7078406211818
2056,13.375,18.0,896.2103423359783
2057,13.375000000000002,18.0,903.379257687248
2058,12.6,17.867982151949345,748.2188262366175
2059,8.625,17.991631363877737,551.0437165102717
2060,6.35,17.999999950692875,466.9183629337293
2061,6.075,17.99999999999971,429.7253950056544
2062,4.25,18.0,413.1279519276664
2063,3.1375,18.0,405.7910484204788
2064,3.0375,18.0,402.5699354756456
2065,3.0,18.0,401.1355592833394
2066,3.0625,18.0,400.5022490580832
2067,2.6625,18.0,400.22338729178784
2068,1.2125,17.952550994352517,400.0987568598836
2069,0.3124999999999999,17.782105596499846,400.0436759844873
2070,0.1375,17.637301178132294,400.0194321717526
2071,2.725,17.536677979182183,400.0086122546956
2072,4.675,17.41740695234967,400.0038220006769
2073,5.4,17.2584318846703,400.0017028018089
2074,10.2625,17.190384174870182,400.00075348233065
2075,13.4375,17.171082475849204,400.0003332112792
2076,14.5125,17.19342402920379,400.00014835890335
2077,14.375,17.302431021644416,400.0000657428475
2078,14.874999999999998,17.51115179256178,400.0000290495259
2079,14.525,17.797930417596543,400.00001288016574
2080,14.0,17.99885533624765,400.0000056969863
2081,13.437500000000002,17.999999993327812,400.0000025218798
2082,12.4125,17.999999999999957,400.0000011213992
2083,9.9375,18.0,400.0000004960888
2084,8.7625,18.0,400.0000002196692
2085,10.175,18.0,400.0000000975271
2086,8.25,18.0,400.00000004302814
2087,6.4125,18.0,400.00000001889305
2088,5.737500000000001,18.0,400.0000000083577
2089,5.775,18.0,400.000000003672
2090,6.0,18.0,400.000000001605
2091,6.0,18.0,400.0000000007012
2092,5.375,17.947962503665217,400.0000000003063
2093,5.125,17.743340984636816,400.0000000001344
2094,5.075,17.54582319498483,400.0000000000598
2095,5.0,17.360450578680435,400.00000000002655
2096,4.8125,17.208356934939857,400.00000000001165
2097,4.8875,17.081309076335906,400.0000000000051
2098,5.625,16.97709549298199,400.0000000000023
2099,6.0625,16.903509918758054,400.00000000000114
2100,7.2875,16.89227146204204,400.0000000000005
2101,8.0,16.93405596338418,400.0000000000003
2102,9.3125,17.038973779020562,400.00000000000017
2103,10.0375,17.184204693808606,400.0
2104,10.0,17.34114257375451,399.9999999999999
2105,10.0,17.522811897088562,400.0
2106,8.75,17.679852025674887,400.0
2107,7.375,17.80900834201541,400.0000000000002
2108,7.25,17.942111808674188,400.00000000000006
2109,7.275,17.999878138430468,400.0000000000002
2110,6.199999999999999,17.999999999298453,400.0000000000004
2111,6.475,17.999999999999996,400.00000000000017
2112,6.375,18.0,400.00000000000017
2113,6.0,18.0,400.0000000000001
2114,6.3125,18.0,400.00000000000017
2115,6.1875,17.969875507143897,400.0000000000001
2116,6.0,17.902955892803405,400.0000000000001
2117,5.375,17.821948375241718,400.00000000000017
2118,4.625,17.74169979583272,400.0000000000001
2119,5.4,17.69491260992078,400.00000000000017
2120,6.0,17.639336724843467,400.0000000000002
2121,5.625,17.998348457245392,555.4960813327117
2122,8.275,17.99999999939954,755.3104769624106
2123,10.9375,17.999999999999996,842.100335433915
2124,11.8125,18.0,754.6956408398506
2125,12.0,18.0,738.7853111366777
2126,12.625,17.999999999999996,837.1336048869412
2127,13.0,18.0,879.9394664722323
2128,13.0,18.0,895.9816209605626
2129,13.062500000000002,18.0,903.8994271293776
2130,12.4125,18.0,749.600137486472
2131,9.5,18.0,551.4356580662003
2132,8.3125,18.0,467.0478629076226
2133,8.1875,18.0,429.8416784613239
2134,8.0,18.0,413.1768644739431
2135,7.625,18.0,405.8254896273978
2136,7.15,18.0,402.58278997871207
2137,7.0,18.0,401.1396132411839
2138,6.6875,17.999999999999996,400.50350207689365
2139,6.1875,18.0,400.22377600913927
2140,5.187499999999999,18.0,400.0988779709804
2141,5.0125,18.0,400.04376681467113
2142,5.075,18.0,400.0194595411639
2143,5.0,18.0,400.0086132923043
2144,5.0,18.0,400.0038134390712
2145,4.8125,18.0,559.6549557784379
2146,7.3875,18.0,757.2942174109857
2147,9.1875,18.0,841.6385540327643
2148,10.3625,18.0,752.5258331772096
2149,11.625,18.0,736.8308151407501
2150,12.249999999999998,18.0,834.7446959534766
2151,12.775,18.0,876.5513400666907
2152,13.0,18.0,893.0747705910401
