Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),MAINZONE:Zone Mechanical Ventilation Air Changes per Hour [ach](Hourly),Electricity:Facility [J](Hourly) 
 01/01  24:00:00,-3.875,2.625,16.0,407021.6246826879,0.0,408.22086292648885,3014712.018997758,18744.036887998802,18744.036887998802,13.123485637167377,0.7537392318103979,959566.8129926785 
 01/02  01:00:00,-3.925,3.625,16.0,482085.0547649304,0.0,403.6368555724975,3022772.3839951362,18744.036887998802,18744.036887998802,13.116024900857134,0.7538132003547171,1035723.9014308614 
 01/02  02:00:00,-4.0,3.375,16.0,530058.2057779899,0.0,401.60419275875495,3034252.3072667615,18744.036887998802,18744.036887998802,13.104809277290169,0.7541174851875385,1085501.5851399624 
 01/02  03:00:00,-4.0,3.625,16.0,582975.3639296561,0.0,400.7087063267593,3034252.3072667615,18744.036887998802,18744.036887998802,13.104838776767025,0.7539086201889384,1138242.06500435 
 01/02  04:00:00,-4.0,3.375,16.0,622313.0680857392,0.0,400.31271599570186,3035025.91291677,18744.036887998802,18744.036887998802,13.104859636566141,0.7537377563441463,1177431.6450832682 
 01/02  05:00:00,-4.0,4.875,16.0,699461.4235608212,0.0,400.1379635176077,3034039.7557646707,18744.036887998802,18744.036887998802,13.104883760263093,0.7535974471748212,1254465.2925491605 
 01/02  06:00:00,-4.375,5.375,16.0,760451.5878609223,0.0,400.06037268451183,3088871.9013350606,18744.036887998802,18744.036887998802,13.048667732115133,0.7513751306055124,1325364.7492812194 
 01/02  07:00:00,-6.1,5.0,16.0,826153.9027578866,0.0,400.02650963363465,3348422.650150012,18744.036887998802,18744.036887998802,12.789955312927356,0.7520930644803522,1437116.8334272588 
 01/02  08:00:00,-7.625,3.75,20.798338167970293,9846084.829001492,0.0,400.0145222837514,4282971.162400202,18744.036887998802,18744.036887998802,16.512333551264025,0.7650929914940987,10649019.749094829 
 01/02  09:00:00,-7.562500000000001,4.25,20.9999999996417,9585162.54581996,0.0,400.00681251666845,4327520.806845282,18744.036887998802,18744.036887998802,16.820632453945823,0.7629030051985801,10368863.729948312 
 01/02  10:00:00,-8.3625,4.375,21.0,4608030.900916368,0.0,558.7804933700702,4448423.618617731,18744.036887998802,18744.036887998802,16.7006110233517,0.7646470649063071,12192159.125646017 
 01/02  11:00:00,-9.0,4.625,21.0,3480028.527573787,0.0,753.6770665058789,4543895.220366593,18744.036887998802,18744.036887998802,16.604870945971257,0.7674766277450316,12612297.719479937 
 01/02  12:00:00,-8.0,3.75,21.0,3243969.3631678754,0.0,835.4091155286812,4392713.5847392725,18744.036887998802,18744.036887998802,16.75476855761816,0.7641154833029717,12350292.503120618 
 01/02  13:00:00,-7.775,3.625,21.0,3079243.186281049,0.0,872.8069562956842,4358314.181912404,18744.036887998802,18744.036887998802,16.788431198373125,0.7663433943820939,12180293.772430439 
 01/02  14:00:00,-7.375,3.375,21.0,8335995.786191701,0.0,744.6289496524248,4297301.354242496,18744.036887998802,18744.036887998802,16.84839871522701,0.7687433216149508,9336664.023875553 
 01/02  15:00:00,-6.4375,3.0,21.0,3772406.661857274,0.0,718.8811909671481,4155017.957088975,18744.036887998802,18744.036887998802,16.98904707383121,0.7648413129678919,11307597.69272196 
 01/02  16:00:00,-6.6625,2.375,21.0,2756220.194317685,0.0,825.2309934159197,4190263.4292352917,18744.036887998802,18744.036887998802,16.95522283839924,0.7669502031250923,11828045.733232714 
 01/02  17:00:00,-8.25,2.0,21.0,2684957.545099077,0.0,868.188506280833,4429248.788762778,18744.036887998802,18744.036887998802,16.717036570467783,0.7698697174521398,11800082.98374286 
 01/02  18:00:00,-8.375,2.0,21.0,2604010.1258865846,0.0,887.2085446946294,4447316.154064209,18744.036887998802,18744.036887998802,16.698237699638913,0.7663007680085877,11722957.332606886 
 01/02  19:00:00,-9.25,2.0,21.0,8188398.834797026,0.0,737.2142109944832,4579646.314434611,18744.036887998802,18744.036887998802,16.566989538361202,0.7676625296845928,9022104.86211452 
 01/02  20:00:00,-10.0,2.0,16.873917904994656,105502.68263801475,439960.772646474,589.5686663503916,4108547.077406004,18744.036887998802,18744.036887998802,13.170720802463272,0.7567832362075697,367428.42811150063 
 01/02  21:00:00,-9.3125,2.0,16.00000805792417,347015.7017138428,0.0,498.6123937720546,3833234.9352982403,18744.036887998802,18744.036887998802,12.307868660674213,0.7517865383121646,1046427.995857117 
 01/02  22:00:00,-9.5875,1.375,16.0000000002442,427907.68456729833,0.0,443.25157103865297,3874624.503116204,18744.036887998802,18744.036887998802,12.26660440039076,0.7528340840990021,1134126.5577248884 
 01/02  23:00:00,-10.0,1.0,16.000000000000007,501597.8039932146,0.0,419.2039943323855,3936734.2617638875,18744.036887998802,18744.036887998802,12.204798628682513,0.7547554293785421,1218372.1994129953 
 01/02  24:00:00,-9.25,1.0,16.0,554648.4514746866,0.0,408.5240844965384,3823654.690936405,18744.036887998802,18744.036887998802,12.317355399527855,0.7506587522724031,1250844.1385009645 
 01/03  01:00:00,-9.55,1.0,16.0,618723.8020603866,0.0,403.7974208874326,3868887.0573386494,18744.036887998802,18744.036887998802,12.272405300334071,0.7517817606835306,1322589.8843452507 
 01/03  02:00:00,-10.0,1.0,16.0,678355.1939624621,0.0,401.6864473657514,3936734.261763874,18744.036887998802,18744.036887998802,12.204950005482042,0.7536829460343877,1393950.6656923508 
 01/03  03:00:00,-9.6875,1.625,16.0,729448.6122239179,0.0,400.7491029755735,3889402.5056770537,18744.036887998802,18744.036887998802,12.251863206350079,0.7501297072957944,1436375.8552135644 
 01/03  04:00:00,-10.4375,2.625,16.0,805067.0453354116,0.0,400.3331629643492,4002470.866307267,18744.036887998802,18744.036887998802,12.139398483649884,0.7512400583296959,1531822.0020350714 
 01/03  05:00:00,-11.0,2.375,16.0,852812.9795734341,0.0,400.14748455037557,4087346.394875011,18744.036887998802,18744.036887998802,12.055055289723647,0.7530157238603322,1594385.5263841387 
 01/03  06:00:00,-10.3125,2.625,16.0,885296.2569121632,0.0,400.06538943859823,3983763.606004334,18744.036887998802,18744.036887998802,12.158204820039408,0.7497150405539723,1608256.2437763354 
 01/03  07:00:00,-10.5875,2.375,16.0,924129.9577866786,0.0,400.02904413995196,4025196.7225878416,18744.036887998802,18744.036887998802,12.116977041597512,0.7508085800173332,1654278.7265619559 
 01/03  08:00:00,-11.625,2.0,15.999999999999998,975553.1638434527,0.0,400.0128837040982,4181957.79962219,18744.036887998802,18744.036887998802,11.961372660195062,0.752583685855732,1733302.328896279 
 01/03  09:00:00,-11.624999999999998,2.0,16.0,1004808.9783511838,0.0,400.0057181929973,4182210.3160147937,18744.036887998802,18744.036887998802,11.961388826910797,0.749346342110925,1762417.9584202487 
 01/03  10:00:00,-11.15,3.25,16.0,1023034.2534433532,0.0,400.00254202546915,4110771.608417107,18744.036887998802,18744.036887998802,12.032650737961628,0.7504649040689353,1767827.8968044594 
 01/03  11:00:00,-11.0,5.25,16.0,1113321.4411718552,0.0,400.0011194591229,4088251.5279113795,18744.036887998802,18744.036887998802,12.05516080337146,0.75225172237744,1854016.8695688115 
 01/03  12:00:00,-10.5625,4.125,16.0,1121117.7846351163,0.0,400.00049038970246,4022481.475471802,18744.036887998802,18744.036887998802,12.120792878522867,0.748908451321187,1850044.5869561164 
 01/03  13:00:00,-9.4875,3.625,16.0,1121182.8374549975,0.0,400.0002172997693,3860050.6129996665,18744.036887998802,18744.036887998802,12.282047046058242,0.7501025570567045,1821325.5455137575 
 01/03  14:00:00,-8.375,3.375,15.999999999999998,1125437.1578172704,0.0,400.0000960180582,3692124.571003201,18744.036887998802,18744.036887998802,12.448923266548487,0.7519608326641453,1795811.5999492146 
 01/03  15:00:00,-7.375,3.625,16.0,1148523.6497563513,0.0,400.00004246893303,3541056.0055124834,18744.036887998802,18744.036887998802,12.596310706025028,0.7518984296168183,1792625.3462481056 
 01/03  16:00:00,-6.375,4.625,16.0,1195337.5882618953,0.0,400.0000187316922,3389650.7347565554,18744.036887998802,18744.036887998802,12.745316011816831,0.7518561884103481,1812897.534448191 
 01/03  17:00:00,-6.625,3.75,16.0,1218441.823196368,0.0,400.00000824490746,3427619.53995033,18744.036887998802,18744.036887998802,12.708180276358418,0.751888690955806,1842636.7224823618 
 01/03  18:00:00,-6.6875,3.625,16.0,1253072.2178171668,0.0,400.0000036485732,3437195.1409929018,18744.036887998802,18744.036887998802,12.694378973972738,0.7499968686914312,1879745.2969204339 
 01/03  19:00:00,-6.8125,4.0,16.0,1300609.5789893277,0.0,400.0000016142509,3456338.9014811106,18744.036887998802,18744.036887998802,12.678715249742048,0.7508091792211633,1930109.8025457608 
 01/03  20:00:00,-6.375,4.625,16.0,1345314.0250722517,0.0,400.0000007117971,3390137.0287410812,18744.036887998802,18744.036887998802,12.748031194291809,0.751946157858823,1962473.2051805994 
 01/03  21:00:00,-6.0625,5.625,16.0,1408117.729521346,0.0,400.00000031248686,3342821.056676264,18744.036887998802,18744.036887998802,12.792755322493,0.7503842680907897,2017310.255829354 
 01/03  22:00:00,-6.0375,6.0,16.0,1457419.9382097858,0.0,400.00000013667335,3339111.3335875007,18744.036887998802,18744.036887998802,12.797971200986943,0.7510189556709599,2065697.3811330206 
 01/03  23:00:00,-6.625,6.0,16.0,1508648.2879676344,0.0,400.00000005964387,3428163.334087152,18744.036887998802,18744.036887998802,12.711216623581942,0.7519885031302453,2132395.0511781597 
 01/03  24:00:00,-7.0625,5.375,16.0,1533294.8212781246,0.0,400.0000000260578,3494465.4137116876,18744.036887998802,18744.036887998802,12.644492469587435,0.7506556009478627,2168937.781807454 
 01/04  01:00:00,-7.6625,4.375,16.0,1548972.0882912057,0.0,400.0000000114571,3584957.329859527,18744.036887998802,18744.036887998802,12.555762686614395,0.75123693518915,2200435.532236961 
 01/04  02:00:00,-8.0,4.0,16.0,1578718.1494670918,0.0,400.00000000505213,3635648.7353566997,18744.036887998802,18744.036887998802,12.505155113620267,0.7520558170381926,2239187.4048026213 
 01/04  03:00:00,-7.75,4.625,16.0,1626607.4173719059,0.0,400.0000000022267,3597986.262786731,18744.036887998802,18744.036887998802,12.542656915124175,0.7511657629202658,2280372.9806653108 
 01/04  04:00:00,-7.225,3.75,16.0,1625570.5093158926,0.0,400.0000000009807,3518327.146624271,18744.036887998802,18744.036887998802,12.621409167082206,0.751464429009822,2265286.9806477185 
 01/04  05:00:00,-7.0,4.25,16.0,1668269.0564937445,0.0,400.00000000043354,3483569.098731988,18744.036887998802,18744.036887998802,12.655164699920984,0.7519429793134884,2301952.029828499 
 01/04  06:00:00,-6.812499999999999,4.375,16.0,1700235.512159581,0.0,400.000000000191,3455528.856610085,18744.036887998802,18744.036887998802,12.683292169459744,0.7521096592104687,2328877.7891973513 
 01/04  07:00:00,-6.8875,4.0,16.0,1723258.790016859,0.0,400.00000000008436,3467406.7226459673,18744.036887998802,18744.036887998802,12.670657218919713,0.7520291544644024,2354144.7780221975 
 01/04  08:00:00,-7.0,4.625,16.0,1776147.6280313397,0.0,400.0000000000374,3484497.184660457,18744.036887998802,18744.036887998802,12.653346765510776,0.751922327238773,2410126.943176488 
 01/04  09:00:00,-6.6875,5.0,16.0,1812621.1944587566,0.0,400.00000000001666,3437203.2959359093,18744.036887998802,18744.036887998802,12.699673161464753,0.752725694988801,2438352.044247562 
 01/04  10:00:00,-6.1875,6.25,16.0,1871670.583893035,0.0,400.0000000000074,3361300.181729784,18744.036887998802,18744.036887998802,12.776684854459768,0.7523770095081047,2483683.8068678854 
 01/04  11:00:00,-6.625,5.75,16.0,1888215.6481679585,0.0,400.0000000000033,3427774.5555165373,18744.036887998802,18744.036887998802,12.707415850379235,0.7519179446337821,2512573.483333202 
 01/04  12:00:00,-6.562500000000001,3.75,16.0,1856334.2552502276,0.0,400.00000000000153,3418459.374010395,18744.036887998802,18744.036887998802,12.712283732606728,0.7530897986914113,2479850.653402946 
 01/04  13:00:00,-6.1125,4.25,16.0,1893470.7472198836,0.0,400.0000000000007,3350496.768034487,18744.036887998802,18744.036887998802,12.781782759701965,0.7526470667246865,2504636.2797127683 
 01/04  14:00:00,-6.0,4.375,16.0,1927675.4426250947,0.0,400.00000000000017,3333608.557068968,18744.036887998802,18744.036887998802,12.800521122540376,0.7519852124734239,2535527.695903196 
 01/04  15:00:00,-5.375,4.625,16.0,1957477.148366643,0.0,400.0000000000003,3239020.7948924443,18744.036887998802,18744.036887998802,12.894849808323874,0.7519655508492731,2548533.629202845 
 01/04  16:00:00,-5.0,4.375,16.0,1983086.8456120722,0.0,400.0000000000001,3182316.2150886473,18744.036887998802,18744.036887998802,12.948639099962215,0.7519673736701024,2564574.6571470355 
 01/04  17:00:00,-5.0,3.375,16.0,1999024.9805258296,0.0,400.0000000000001,3182521.522062103,18744.036887998802,18744.036887998802,12.944247853530511,0.7520153374900064,2581330.816878562 
 01/04  18:00:00,-5.125,3.0,16.0,2027068.3553200874,0.0,400.0000000000001,3201768.5613224977,18744.036887998802,18744.036887998802,12.924461134999843,0.7538782682710464,2612953.9867901327 
 01/04  19:00:00,-5.075,2.375,16.0,2050118.1719610943,0.0,400.0000000000001,3194490.7104095737,18744.036887998802,18744.036887998802,12.933845346918782,0.7532171082528025,2634381.906093423 
 01/04  20:00:00,-5.0,2.0,16.0,2077451.1363286977,0.0,400.00000000000017,3183368.463918431,18744.036887998802,18744.036887998802,12.9467773005475,0.7521863701678108,2659450.853423707 
 01/04  21:00:00,-4.5,3.25,16.0,2120879.4136279128,0.0,400.0000000000001,3107800.4194000335,18744.036887998802,18744.036887998802,13.017966097101803,0.7537661282018548,2690222.0801879396 
 01/04  22:00:00,-4.075,2.75,16.0,2137443.762116897,0.0,400.00000000000017,3043700.5779020777,18744.036887998802,18744.036887998802,13.082085471006394,0.7531891454004302,2695406.9949344452 
 01/04  23:00:00,-4.0,2.0,16.0,2159122.490906895,0.0,400.00000000000017,3032613.778534351,18744.036887998802,18744.036887998802,13.095885200007231,0.7523073224933675,2714672.8312044973 
 01/04  24:00:00,-3.875,1.375,16.0,2183036.809063446,0.0,400.0000000000001,3013907.4125246,18744.036887998802,18744.036887998802,13.11139986580039,0.7532153783380784,2735861.824884841 
 01/05  01:00:00,-4.55,3.5,16.0,2261905.2018613843,0.0,400.0000000000001,3116594.66904648,18744.036887998802,18744.036887998802,13.013276841497849,0.7529793722100505,2832291.824839046 
 01/05  02:00:00,-5.0,3.75,16.0,2304735.7484574947,0.0,400.00000000000017,3184525.182746358,18744.036887998802,18744.036887998802,12.954363446490099,0.752512851245438,2885663.747718568 
 01/05  03:00:00,-5.0,3.0,16.0,2320367.829453763,0.0,400.00000000000017,3183809.3708895817,18744.036887998802,18744.036887998802,12.955057296030574,0.7524841078297451,2901154.5637143753 
 01/05  04:00:00,-5.625,3.625,16.0,2377283.555162658,0.0,400.0000000000002,3278582.8446092224,18744.036887998802,18744.036887998802,12.861311617817208,0.7524959406219661,2974769.294353067 
 01/05  05:00:00,-6.0,3.375,16.0,2411844.888326443,0.0,400.00000000000006,3335435.0349678244,18744.036887998802,18744.036887998802,12.805065365126875,0.7524952166895138,3019342.1895117094 
 01/05  06:00:00,-6.749999999999999,3.0,16.0,2449929.3640991035,0.0,400.00000000000017,3448782.3435853445,18744.036887998802,18744.036887998802,12.692570432961608,0.7517954548745238,3077474.1462962916 
 01/05  07:00:00,-7.7,3.0,16.0,2497316.441210315,0.0,400.0000000000002,3592306.3045605384,18744.036887998802,18744.036887998802,12.550077102611525,0.752105388027229,3150251.458525737 
 01/05  08:00:00,-8.625,2.375,20.75961624086825,12848423.157283332,0.0,400.0000000000001,4431268.1390579315,18744.036887998802,18744.036887998802,16.33535115683442,0.7644306548127369,13675125.762232972 
 01/05  09:00:00,-9.125,2.0,20.999999999996152,12340707.623175126,0.0,399.99999999999994,4564048.1199989,18744.036887998802,18744.036887998802,16.58634709714968,0.7638250262949169,13165455.109021079 
 01/05  10:00:00,-9.7,2.0,21.0,7287932.76650062,0.0,559.1577910586091,4650594.359422043,18744.036887998802,18744.036887998802,16.500064001360144,0.7650626162318591,14907187.62506505 
 01/05  11:00:00,-10.0,2.0,21.0,6065270.695969607,0.0,755.5980463463452,4695307.955808308,18744.036887998802,18744.036887998802,16.454935720560282,0.7670860694456045,15223764.422182638 
 01/05  12:00:00,-9.8125,2.625,21.0,5809497.347730875,0.0,838.3363284562079,4666245.895226279,18744.036887998802,18744.036887998802,16.48295012597224,0.7651215336284972,14964005.803871142 
 01/05  13:00:00,-9.8875,2.375,21.0,5586376.467029321,0.0,874.489525898541,4677009.766884925,18744.036887998802,18744.036887998802,16.471608013533835,0.7669031418540844,14743771.53394068 
 01/05  14:00:00,-10.0,2.0,21.0,10820439.428842217,0.0,746.7487032590167,4693798.542872312,18744.036887998802,18744.036887998802,16.454694191036303,0.7686165896692743,11891305.772309242 
 01/05  15:00:00,-10.0,2.0,21.0,6229029.155722923,0.0,719.9802493336122,4693798.542872312,18744.036887998802,18744.036887998802,16.454711652666855,0.7686981065205334,13859652.731212698 
 01/05  16:00:00,-10.0,2.0,21.0,5174032.901578698,0.0,824.9763145218546,4693266.025861061,18744.036887998802,18744.036887998802,16.45463970219084,0.7692597579077836,14335343.778528323 
 01/05  17:00:00,-11.25,2.0,21.0,5066311.222184803,0.0,867.7745054000285,4881579.357185726,18744.036887998802,18744.036887998802,16.26707858547252,0.7698002376021678,14261867.298749864 
 01/05  18:00:00,-11.437500000000002,2.0,20.999999999999996,4952085.144728769,0.0,886.904595450904,4910527.169717334,18744.036887998802,18744.036887998802,16.23889890329682,0.7656417143472092,14153201.939526279 
 01/05  19:00:00,-11.6625,2.0,21.0,10510936.909998644,0.0,737.094146735208,4944211.586549373,18744.036887998802,18744.036887998802,16.205147982056307,0.767226108197318,11409333.145124102 
 01/05  20:00:00,-12.625,3.25,16.478975323871015,861932.6493926725,249021.37476495892,590.1684799701504,4438335.001256945,18744.036887998802,18744.036887998802,12.404918385375726,0.7559036565231868,1381093.8638571321 
 01/05  21:00:00,-12.5625,2.75,16.000000480425065,1443640.2837460889,0.0,499.729184030828,4323355.046684172,18744.036887998802,18744.036887998802,11.820323255069145,0.7500477197761856,2230172.788737 
 01/05  22:00:00,-13.9875,0.75,16.000000000006388,1623595.015274676,0.0,443.7234193531825,4537982.026598823,18744.036887998802,18744.036887998802,11.606650700273011,0.7518324110666861,2447702.8305784264 
 01/05  23:00:00,-15.625,0.0,16.0,1772090.8543504418,0.0,419.4118094739596,4785077.030085213,18744.036887998802,18744.036887998802,11.361099255879033,0.7548352016537417,2639504.5234619314 
 01/05  24:00:00,-14.625,1.25,16.0,1869766.9679824826,0.0,408.61366022454445,4634580.7716739755,18744.036887998802,18744.036887998802,11.51115860372572,0.7479963161590197,2709779.6300788694 
 01/06  01:00:00,-15.8,0.75,16.0,1973908.5101110851,0.0,403.84110010322553,4811591.3073853785,18744.036887998802,18744.036887998802,11.334963021952536,0.7502337185647372,2844931.0220821947 
 01/06  02:00:00,-17.0,0.0,16.0,2065092.9606462163,0.0,401.7046663854237,4992008.112269316,18744.036887998802,18744.036887998802,11.155014264366551,0.7537808906575887,2967810.9065770614 
 01/06  03:00:00,-15.687499999999998,0.625,16.0,2113362.9539336935,0.0,400.75739926034225,4794428.470517477,18744.036887998802,18744.036887998802,11.351928639938171,0.746341254374276,2980521.72608964 
 01/06  04:00:00,-17.4625,0.375,16.0,2203723.356823894,0.0,400.33853913966135,5061659.844426807,18744.036887998802,18744.036887998802,11.085717227714017,0.7490310451736862,3118056.4169526496 
 01/06  05:00:00,-19.0,0.0,16.0,2284215.4402965372,0.0,400.1503233053889,5293093.0326152295,18744.036887998802,18744.036887998802,10.855129709882839,0.7531337175384454,3239345.736387771 
 01/06  06:00:00,-17.4375,0.625,16.0,2311855.2011721656,0.0,400.066808309203,5057910.503093658,18744.036887998802,18744.036887998802,11.089531665155574,0.7453992557564121,3224880.58162878 
 01/06  07:00:00,-18.6875,0.375,16.0,2379647.074229655,0.0,400.0298805030444,5246101.820269863,18744.036887998802,18744.036887998802,10.902058134254094,0.7482704436995955,3325853.4187718015 
 01/06  08:00:00,-20.625,0.0,20.75734320143941,12607884.696768451,0.0,400.01642701404876,6235514.071052322,18744.036887998802,18744.036887998802,14.533062265269809,0.7647247491758644,13754582.577729871 
 01/06  09:00:00,-19.125,0.625,20.999999999996042,12105179.886107735,0.0,400.00771992765567,6068235.12130226,18744.036887998802,18744.036887998802,15.086475271041676,0.7574788659345593,13196279.875657367 
 01/06  10:00:00,-19.25,0.375,21.0,7028170.817476377,0.0,559.3392171009576,6086626.91980323,18744.036887998802,18744.036887998802,15.06769948967142,0.7611284197859288,14901740.606843792 
 01/06  11:00:00,-20.0,0.0,21.0,5833153.384816324,0.0,755.7840055921569,6199590.357330286,18744.036887998802,18744.036887998802,14.95507680075518,0.7669151738100641,15258283.493621763 
 01/06  12:00:00,-16.4375,0.625,21.0,5542322.869865416,0.0,839.4682684303607,5663450.272385602,18744.036887998802,18744.036887998802,15.489334582229766,0.7594858776050724,14873301.932729086 
 01/06  13:00:00,-15.3625,0.375,21.0,5324142.897771562,0.0,877.6472461023768,5501626.455928188,18744.036887998802,18744.036887998802,15.65048310271905,0.7633040463079508,14627408.46649276 
 01/06  14:00:00,-15.375,0.0,21.0,10574120.748991642,0.0,748.8477026910277,5503031.492296398,18744.036887998802,18744.036887998802,15.648563658672533,0.7681962968216838,11788299.018533839 
 01/06  15:00:00,-11.499999999999998,1.25,21.0,5937675.4716927605,0.0,721.9301993027713,4918584.811426217,18744.036887998802,18744.036887998802,16.229819648419248,0.7606366466213977,13607616.653187174 
 01/06  16:00:00,-12.275,1.375,21.0,4911817.602104619,0.0,828.1348161625938,5035598.457324224,18744.036887998802,18744.036887998802,16.113488164829928,0.7642706435972842,14133403.547817372 
 01/06  17:00:00,-14.625,0.375,21.0,4826468.906481367,0.0,869.9210579319016,5390318.458857814,18744.036887998802,18744.036887998802,15.760918913436683,0.7694152350576833,14111959.642441005 
