Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),MAINZONE:Zone Mechanical Ventilation Air Changes per Hour [ach](Hourly),Electricity:Facility [J](Hourly) 
 01/01  01:00:00,-7.05,2.375,18.00000003122505,0.0,423803.9589032308,403.6309548734946,3797195.53599952,18744.036887998802,18744.036887998802,14.346942659424057,0.7617450139223251,37488.073775997604 
 01/01  02:00:00,-9.625,1.375,18.000000000000533,0.0,336686.8538596239,401.6103379088756,4185118.5445003575,18744.036887998802,18744.036887998802,13.960751120800328,0.7621530369510943,37488.073775997604 
 01/01  03:00:00,-9.0625,1.625,18.0,0.0,297099.28191628197,400.7177474770076,4099862.648727705,18744.036887998802,18744.036887998802,14.045153863341856,0.757147245170615,37488.073775997604 
 01/01  04:00:00,-10.0625,0.75,18.0,0.0,248397.58715241315,400.3212756896141,4250001.937589971,18744.036887998802,18744.036887998802,13.895177980426084,0.7589970191323576,37488.073775997604 
 01/01  05:00:00,-11.0,0.0,18.0,0.0,201609.56272736506,400.1437319592833,4391616.80485709,18744.036887998802,18744.036887998802,13.754559331664323,0.7619202973202209,37488.073775997604 
 01/01  06:00:00,-9.625,1.25,18.0,0.0,183611.75325447635,400.0643623992585,4184430.079608456,18744.036887998802,18744.036887998802,13.960801491987059,0.7579157270111521,37488.073775997604 
 01/01  07:00:00,-9.55,1.375,18.0,0.0,154988.45449648472,400.0288709520535,4172830.953317389,18744.036887998802,18744.036887998802,13.972050148721063,0.7595073763821387,37488.073775997604 
 01/01  08:00:00,-10.625,1.0,21.08640086730089,4344451.856611152,101571.60735832978,400.01662842908024,4795816.541459885,18744.036887998802,18744.036887998802,16.39911129211712,0.7714588759547709,37488.073775997604 
 01/01  09:00:00,-8.75,1.625,21.000000290579898,3451611.850186766,0.0,400.0087453306874,4507110.695272841,18744.036887998802,18744.036887998802,16.64138435899468,0.7721849255494542,37488.073775997604 
 01/01  10:00:00,-9.025,1.375,21.522087915596437,340504.13475667196,639296.6518095377,535.6850846300881,4607251.5066399705,18744.036887998802,18744.036887998802,16.93022451525395,0.7739998357808368,6816288.073775997 
 01/01  11:00:00,-8.125,1.625,21.88992756536753,0.0,800403.5619123033,746.8476389534909,4544077.143449588,18744.036887998802,18744.036887998802,17.47039021129323,0.7779741042523718,8346288.073775997 
 01/01  12:00:00,-5.000000000000001,2.625,22.039292787318608,0.0,720437.0119423058,831.6360007226822,4093640.2934086286,18744.036887998802,18744.036887998802,18.059742948671484,0.7756504692297249,8346288.073775997 
 01/01  13:00:00,-3.925,3.625,22.122904078762996,0.0,690395.3341156767,868.014472481006,3946841.597660824,18744.036887998802,18744.036887998802,18.308169362212517,0.7765174763731435,8346288.073775997 
 01/01  14:00:00,-2.75,4.0,21.034257140218738,2578804.393402647,35447.62173990761,746.5932520402715,3616802.256219987,18744.036887998802,18744.036887998802,17.63088622339022,0.7741144025485422,256368.07377599765 
 01/01  15:00:00,-0.8750000000000001,4.625,21.720602189373658,198479.28772349318,470298.86898166384,701.3360146275172,3405526.9213147564,18744.036887998802,18744.036887998802,18.30509904777978,0.7747673452414667,6816288.073775997 
 01/01  16:00:00,-0.075,4.375,22.245697193151976,0.0,592675.0802330889,794.9124560968528,3384170.5497352513,18744.036887998802,18744.036887998802,18.97383542380746,0.7781275438523876,8346288.073775997 
 01/01  17:00:00,-1.25,4.625,22.2860901005225,0.0,620570.5239384989,850.6621982956019,3570270.3152613156,18744.036887998802,18744.036887998802,18.859599151367718,0.7786179254494626,8346288.073775997 
 01/01  18:00:00,-2.0625,3.75,22.317284044280292,0.0,645741.1072810655,873.8815381181913,3694502.363575608,18744.036887998802,18744.036887998802,18.75073796246689,0.7778966066708403,8346288.073775997 
