Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Infiltration Standard Density Volume Flow Rate [m3/s](Hourly),MAINZONE:Zone Air System Sensible Heating Energy [J](Hourly),MAINZONE:Zone Air System Sensible Cooling Energy [J](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),Electricity:Facility [J](Hourly) 
 04/18  17:00:00,14.0,3.375,20.63034920864979,0.00338256418292884,0.0,159003.9782151917,400.00000584252416,1009052.6697318815,18744.036887998802,18744.036887998802,19.742355457449253,37488.073775997604 
 04/18  18:00:00,14.0,2.375,20.621022300994866,0.003239589530084785,0.0,158713.89830156066,400.00000256685786,1006789.302698528,18744.036887998802,18744.036887998802,19.734576234720386,37488.073775997604 
 04/18  19:00:00,13.375,2.625,20.590262585820216,0.003272704096618424,0.0,173125.84224292924,400.00000113527443,1099095.8357029064,18744.036887998802,18744.036887998802,19.623156488477647,37488.073775997604 
 04/18  20:00:00,12.375,1.75,20.537824062682375,0.0031619451185560606,0.0,198650.21309777454,400.000000499204,1243246.7900535273,18744.036887998802,18744.036887998802,19.428062437400712,37488.073775997604 
 04/18  21:00:00,11.0625,1.0,20.483198393546985,0.0031288942406549934,0.0,231760.26611555,400.0000002201401,1434932.3764209987,18744.036887998802,18744.036887998802,19.188377964957787,37488.073775997604 
 04/18  22:00:00,10.1875,1.0,20.431469135985736,0.003122789679103055,0.0,257418.5756015699,400.00000009754956,1559971.3403347516,18744.036887998802,18744.036887998802,18.993276052721498,37488.073775997604 
 04/18  23:00:00,9.375,1.625,20.392917297763645,0.003169193090186933,0.0,277937.7077911772,400.0000000429892,1678384.2581956058,18744.036887998802,18744.036887998802,18.840506774778255,37488.073775997604 
 04/18  24:00:00,9.1875,2.0,20.369625270575064,0.0032359447100688767,0.0,281573.61097083794,400.0000000189258,1701591.527185469,18744.036887998802,18744.036887998802,18.797131050657764,37488.073775997604 
 04/19  01:00:00,7.2375,1.375,20.31603084544415,0.003187393174000367,0.0,328774.1338361725,400.0000000083671,1994060.7780201114,18744.036887998802,18744.036887998802,18.479852243318724,37488.073775997604 
 04/19  02:00:00,5.9375,2.25,20.237606986112844,0.0032892190757693235,0.0,365586.8021268266,400.00000000368254,2178083.5527465963,18744.036887998802,18744.036887998802,18.195874452649043,37488.073775997604 
 04/19  03:00:00,6.2125,1.75,20.2313847434837,0.0032474201620049875,0.0,359966.71300531557,400.00000000161856,2133521.6695896126,18744.036887998802,18744.036887998802,18.221314130287343,37488.073775997604 
 04/19  04:00:00,7.4,2.25,20.259805912423666,0.0032862333922806784,0.0,329145.78144955856,400.00000000071566,1956318.2458919587,18744.036887998802,18744.036887998802,18.42202423578842,37488.073775997604 
 04/19  05:00:00,7.375,2.375,20.26446614673491,0.003282513275341775,0.0,328306.7017861097,400.00000000031446,1963315.4862403176,18744.036887998802,18744.036887998802,18.431526128180376,37488.073775997604 
 04/19  06:00:00,6.187499999999999,2.0,20.226251636878246,0.003266759823576885,0.0,358385.8916320191,400.00000000013847,2138741.4516541567,18744.036887998802,18744.036887998802,18.2256175531751,37488.073775997604 
 04/19  07:00:00,5.2625,2.625,20.235825195220247,0.003358520373731971,0.0,385815.6841295492,400.00000000006133,2279245.359360743,18744.036887998802,18744.036887998802,18.082204868910544,37488.073775997604 
 04/19  08:00:00,8.125,3.625,20.344442646568638,0.003498454883330673,0.0,318237.8216147466,400.00000000002694,1853933.3484220116,18744.036887998802,18744.036887998802,18.568220628211456,37488.073775997604 
 04/19  09:00:00,9.125,3.375,20.45526308195148,0.003462731996588293,0.0,286986.2520492716,400.00000000001205,1724941.1698961277,18744.036887998802,18744.036887998802,18.853649937170637,37488.073775997604 
 04/19  10:00:00,10.1,4.25,20.46825527754439,0.0036463818301040044,0.0,262284.3566980115,400.00000000000557,1577493.4569328616,18744.036887998802,18744.036887998802,19.00454767981572,37488.073775997604 
 04/19  11:00:00,11.625,5.0,20.50263118607021,0.003808298706012,0.0,220624.92779035194,400.00000000000273,1351735.8413316128,18744.036887998802,18744.036887998802,19.271483936824534,37488.073775997604 
 04/19  12:00:00,12.1875,3.75,20.497173486781833,0.003516666753521918,0.0,204219.29174124892,400.00000000000136,1265773.2295988942,18744.036887998802,18744.036887998802,19.35757573520926,37488.073775997604 
 04/19  13:00:00,11.4875,3.0,20.46208938493478,0.0033552542731790855,0.0,220380.837255184,400.00000000000057,1367547.2046986362,18744.036887998802,18744.036887998802,19.232219475029172,37488.073775997604 
 04/19  14:00:00,10.375,1.75,20.40791977815258,0.003184622636636131,0.0,249132.3935978465,400.0000000000001,1527158.6573876473,18744.036887998802,18744.036887998802,19.01734307545237,37488.073775997604 
 04/19  15:00:00,11.875,3.5,20.42073373310737,0.0034667103932963413,0.0,213078.70318161973,400.0,1297936.7950966512,18744.036887998802,18744.036887998802,19.23115652274022,37488.073775997604 
 04/19  16:00:00,13.625,5.625,20.476185524099705,0.003983307583645597,0.0,166681.04688318077,400.00000000000017,1041559.2703062559,18744.036887998802,18744.036887998802,19.545570836551864,37488.073775997604 
 04/19  17:00:00,13.375,6.0,20.466338779406627,0.004116910585503272,0.0,170225.81561378858,400.0000000000003,1079926.3910537923,18744.036887998802,18744.036887998802,19.515887946728864,37488.073775997604 
 04/19  18:00:00,13.3125,4.125,20.442216718339466,0.0036043150102411103,0.0,173142.33860999937,400.0000000000001,1085125.5534769418,18744.036887998802,18744.036887998802,19.47534231485526,37488.073775997604 
 04/19  19:00:00,12.5625,3.0,20.419746689317513,0.0033391948595780903,0.0,191938.21144072353,400.00000000000017,1197639.2114585172,18744.036887998802,18744.036887998802,19.34800911379203,37488.073775997604 
 04/19  20:00:00,10.125,3.0,20.320839326978593,0.0033486087703089853,0.0,251791.5384147347,400.00000000000017,1557454.4885977334,18744.036887998802,18744.036887998802,18.915097562759787,37488.073775997604 
 04/19  21:00:00,9.75,1.75,20.264190726798105,0.0032138670372247914,0.0,266863.711665575,400.0000000000002,1600504.4863093018,18744.036887998802,18744.036887998802,18.77456044969017,37488.073775997604 
 04/19  22:00:00,9.075000000000001,0.375,20.253662934773978,0.0031176736303526764,0.0,280099.78394382366,400.00000000000017,1703932.0464675094,18744.036887998802,18744.036887998802,18.69044505550771,37488.073775997604 
 04/19  23:00:00,5.65,0.0,20.13593576268676,0.003132815414091472,0.0,364799.93316824536,400.00000000000017,2209770.515544689,18744.036887998802,18744.036887998802,18.099865400404276,37488.073775997604 
 04/19  24:00:00,4.25,0.625,20.04712266462188,0.0031936824606428717,0.0,404742.65567820764,400.0000000000003,2405119.214290339,18744.036887998802,18744.036887998802,17.787838258551485,37488.073775997604 
 04/20  01:00:00,2.9,0.375,20.014030895597976,0.0031887348284316353,0.0,417924.12038682814,400.0000000000001,2606095.0665211715,18744.036887998802,18744.036887998802,17.561584140457164,37488.073775997604 
 04/20  02:00:00,2.0625,0.0,20.000001171163362,0.003171775456087999,0.0,404232.0514873624,400.0,2730117.12913419,18744.036887998802,18744.036887998802,17.41403468775529,37488.073775997604 
 04/20  03:00:00,2.35,0.625,20.000000000018566,0.003214277110902491,0.0,400445.613007344,400.0000000000002,2686098.4051814983,18744.036887998802,18744.036887998802,17.45713797902501,37488.073775997604 
 04/20  04:00:00,2.7500000000000004,0.375,20.0,0.0031883269321342214,0.0,405780.45013944205,400.00000000000017,2626096.6285460154,18744.036887998802,18744.036887998802,17.516989639954275,37488.073775997604 
 04/20  05:00:00,2.275,0.0,20.0,0.0031672195479825888,0.0,388117.31643272087,400.00000000000034,2699392.22687762,18744.036887998802,18744.036887998802,17.445284242328285,37488.073775997604 
 04/20  06:00:00,2.275,1.25,20.0,0.0032568678093417847,0.0,385474.4247285045,400.00000000000034,2698422.817060504,18744.036887998802,18744.036887998802,17.44585803677636,37488.073775997604 
 04/20  07:00:00,2.1875,1.375,20.00010267663628,0.003250040106434399,0.0,448551.86439350655,400.0000000000003,2710478.544522167,18744.036887998802,18744.036887998802,17.432738139007878,37488.073775997604 
 04/20  08:00:00,5.75,1.0,20.10822087892577,0.0031582711563526832,0.0,375422.5043599145,400.0000000000004,2179176.477675055,18744.036887998802,18744.036887998802,18.013047122542936,37488.073775997604 
 04/20  09:00:00,8.0,1.625,20.23207788769346,0.003214100663716208,0.0,312588.36296436255,400.0000000000002,1861675.2569185651,18744.036887998802,18744.036887998802,18.487710022814476,37488.073775997604 
 04/20  10:00:00,8.0625,2.0,22.836313890042426,0.003241982874259941,0.0,508345.3951543857,503.0957765589833,2202566.8682634914,18744.036887998802,18744.036887998802,20.454992832659947,6816288.073775997 
 04/20  11:00:00,11.1625,2.625,23.999910345875158,0.003279634895270735,0.0,898218.7302679982,667.0155947486588,1954400.215392703,18744.036887998802,18744.036887998802,22.17757867081571,8346288.073775997 
 04/20  12:00:00,13.562499999999998,3.0,23.99999999784526,0.003346991151938918,0.0,1130120.1374242688,793.2922277828923,1586064.802190617,18744.036887998802,18744.036887998802,22.538562420356506,8346288.073775997 
 04/20  13:00:00,13.9625,3.0,23.99999999999993,0.00333328795276445,0.0,1284683.437813948,849.9983444189033,1523990.7690178286,18744.036887998802,18744.036887998802,22.598418611977063,8346288.073775997 
 04/20  14:00:00,14.0,1.75,21.930366669960588,0.0031492566849332707,0.0,156135.56716682587,775.8550294831077,1243413.9407961932,18744.036887998802,18744.036887998802,21.065324999635695,256368.07377599765 
 04/20  15:00:00,14.625,1.625,23.3417739375368,0.00314601735925967,0.0,973337.3250374418,767.5089720240082,1285054.779144267,18744.036887998802,18744.036887998802,21.918638993872236,6816288.073775997 
 04/20  16:00:00,14.375,1.375,23.999997605738706,0.003117971487193805,0.0,1356501.7201899728,827.7836252821721,1461516.7479857714,18744.036887998802,18744.036887998802,22.660186222830845,8346288.073775997 
 04/20  17:00:00,14.625,1.0,23.999999999880316,0.0030719782051701985,0.0,1534024.604509128,865.0922018537408,1423614.7530617951,18744.036887998802,18744.036887998802,22.6976419577442,8346288.073775997 
 04/20  18:00:00,14.750000000000002,1.625,23.999999999999993,0.0031444200759630516,0.0,1627199.5224281142,882.7226478664022,1404270.2105580834,18744.036887998802,18744.036887998802,22.71635543298008,8346288.073775997 
 04/20  19:00:00,14.225,2.0,21.678610790055213,0.003178308911242566,0.0,140989.437516494,760.2892942457811,1173625.665624352,18744.036887998802,18744.036887998802,20.898381911269738,37488.073775997604 
 04/20  20:00:00,11.562500000000002,1.375,20.866957331370827,0.003129534110985868,0.0,219093.30588829485,595.0268951972016,1428975.1833704133,18744.036887998802,18744.036887998802,19.65299155136384,37488.073775997604 
 04/20  21:00:00,10.474999999999998,1.625,20.672057122346157,0.003187920697914782,0.0,253700.29658475006,484.1295623745389,1553140.038815508,18744.036887998802,18744.036887998802,19.26472338343765,37488.073775997604 
 04/20  22:00:00,10.8875,2.0,20.63142633136794,0.0032141741539300746,0.0,243065.03383464774,437.0820903194452,1481404.3763443585,18744.036887998802,18744.036887998802,19.28153392065484,37488.073775997604 
 04/20  23:00:00,9.75,1.375,20.565850072306368,0.0031510529603041323,0.0,269496.3048311827,416.2578053924214,1647015.491062913,18744.036887998802,18744.036887998802,19.067587813193718,37488.073775997604 
 04/20  24:00:00,7.937500000000001,1.625,20.4631099449134,0.0032176624405011933,0.0,315092.8859181409,407.1410396917159,1905910.9896507845,18744.036887998802,18744.036887998802,18.709848179436577,37488.073775997604 
 04/21  01:00:00,6.237499999999999,1.375,20.372433159847837,0.0032042747450966697,0.0,358763.1199893072,403.14949314681763,2150368.2109080874,18744.036887998802,18744.036887998802,18.374541777065836,37488.073775997604 
 04/21  02:00:00,5.225,0.375,20.309652513976836,0.003146788084446863,0.0,385469.8828915771,401.38442511942213,2294975.0836259187,18744.036887998802,18744.036887998802,18.16169082332133,37488.073775997604 
 04/21  03:00:00,5.375,1.25,20.28306539113917,0.0032177394823495182,0.0,381799.50207932317,400.6091373961839,2265423.5078250784,18744.036887998802,18744.036887998802,18.154540517117564,37488.073775997604 
 04/21  04:00:00,5.225,1.375,20.26208905436055,0.00321311547748298,0.0,384511.35915372137,400.2688814457059,2286361.445551865,18744.036887998802,18744.036887998802,18.117364427297893,37488.073775997604 
 04/21  05:00:00,4.375,0.375,20.221908601368643,0.0031544490938217947,0.0,405503.03652634274,400.11830094024447,2412224.7300436758,18744.036887998802,18744.036887998802,17.959329460875878,37488.073775997604 
 04/21  06:00:00,4.9375,1.25,20.213264386234997,0.0032186524328770565,0.0,392968.4285862398,400.0520933275756,2322201.055214038,18744.036887998802,18744.036887998802,18.02018606819951,37488.073775997604 
 04/21  07:00:00,4.5625,1.375,20.24264441924782,0.003217504547368535,0.0,402823.77686223306,400.0230050836152,2384956.207878144,18744.036887998802,18744.036887998802,17.994114525071847,37488.073775997604 
 04/21  08:00:00,7.125,1.0,20.32698605599788,0.003147086448856884,0.0,342241.41482218594,400.01012432292725,2002447.1166821087,18744.036887998802,18744.036887998802,18.416371963958937,37488.073775997604 
 04/21  09:00:00,10.5,1.625,20.488830419952684,0.003182069492426159,0.0,254377.98854449613,400.00445992451193,1514454.2050555055,18744.036887998802,18744.036887998802,19.06857447424731,37488.073775997604 
 04/21  10:00:00,12.4,2.625,23.06641348814802,0.0032766947638669863,0.0,726804.5760270852,507.7718032926185,1583034.3034321223,18744.036887998802,18744.036887998802,21.340784024394218,6816288.073775997 
 04/21  11:00:00,13.625,3.0,23.99999693218393,0.003315519544744874,0.0,1226289.2938210818,690.9001981822346,1577581.3226393005,18744.036887998802,18744.036887998802,22.548111435068336,8346288.073775997 
 04/21  12:00:00,14.625,3.625,23.999999999872685,0.0034522912760436616,0.0,1441241.4955058522,800.8023848448684,1423948.7452757675,18744.036887998802,18744.036887998802,22.697907861846627,8346288.073775997 
 04/21  13:00:00,15.625,4.0,23.999999999999993,0.003514782230434289,0.0,1586934.7629935427,850.8947504775642,1271921.5937268806,18744.036887998802,18744.036887998802,22.847754316688984,8346288.073775997 
 04/21  14:00:00,15.375,4.625,21.86476316012685,0.0036660212910783726,0.0,120348.97424738396,752.9197276265504,1021890.6062964518,18744.036887998802,18744.036887998802,21.198071019987154,256368.07377599765 
 04/21  15:00:00,15.5,3.75,23.40735137229382,0.0034756415442603987,0.0,1110646.9589222067,749.4435194054987,1165409.3930820434,18744.036887998802,18744.036887998802,22.12673992038296,6816288.073775997 
 04/21  16:00:00,15.925,3.625,23.999996808887293,0.003428501541834084,0.0,1647931.0228601901,815.826115830911,1226416.0585424555,18744.036887998802,18744.036887998802,22.892672193341753,8346288.073775997 
 04/21  17:00:00,15.375,3.375,23.999999999764803,0.0033726844514620933,0.0,1800706.10118255,856.7588460883826,1309496.851923014,18744.036887998802,18744.036887998802,22.81014235374261,8346288.073775997 
 04/21  18:00:00,14.624999999999998,3.0,23.99999999999998,0.0033272557111116204,0.0,1876802.2175637423,877.0153125088334,1423646.5585348536,18744.036887998802,18744.036887998802,22.6976084796064,8346288.073775997 
 04/21  19:00:00,14.15,3.0,21.784606035613713,0.003324985925923482,0.0,147472.7183472304,756.0833723099935,1199555.1821085531,18744.036887998802,18744.036887998802,20.968451900772063,37488.073775997604 
 04/21  20:00:00,12.75,2.375,21.033370617278738,0.0032312917957501817,0.0,194549.3594606089,592.4060106597323,1268860.1256748554,18744.036887998802,18744.036887998802,19.955267140373156,37488.073775997604 
 04/21  21:00:00,11.125000000000002,1.375,20.856040587289293,0.0031572176668734414,0.0,239429.4005225008,482.8668580093343,1483057.4992399188,18744.036887998802,18744.036887998802,19.52744396426203,37488.073775997604 
 04/21  22:00:00,10.85,2.25,20.778258076018663,0.0032549758033935923,0.0,247448.1092182853,436.5204578939705,1509556.216238849,18744.036887998802,18744.036887998802,19.403605306971166,37488.073775997604 
 04/21  23:00:00,9.3125,3.0,20.69712579916892,0.0033676935079456948,0.0,283774.53974714247,415.96864657168976,1734289.089685467,18744.036887998802,18744.036887998802,19.118994364011915,37488.073775997604 
 04/21  24:00:00,8.3,1.75,20.615725965057553,0.003232115641602511,0.0,311733.99606981466,406.99212371996464,1872632.6312899305,18744.036887998802,18744.036887998802,18.880701751560313,37488.073775997604 
 04/22  01:00:00,6.8625,1.625,20.55547043589773,0.0032206090724520094,0.0,346398.322711347,403.08484792439816,2083047.5322205976,18744.036887998802,18744.036887998802,18.626094488434042,37488.073775997604 
 04/22  02:00:00,6.5625,2.0,20.50127914051542,0.0032485921414083293,0.0,356045.6084154737,401.3538489624178,2117965.3318187776,18744.036887998802,18744.036887998802,18.516856373522792,37488.073775997604 
 04/22  03:00:00,6.8375,1.375,20.49894090034851,0.0032089954871497924,0.0,348197.996610401,400.594902851649,2074969.2739052908,18744.036887998802,18744.036887998802,18.557215686945582,37488.073775997604 
 04/22  04:00:00,6.7375,1.625,20.479085261489743,0.0032205962179017627,0.0,349889.0014224605,400.26293738579926,2088926.50240125,18744.036887998802,18744.036887998802,18.526916663184124,37488.073775997604 
 04/22  05:00:00,5.887500000000001,2.0,20.439232154318404,0.0032515104034245698,0.0,370275.41821540595,400.11552312821135,2215489.7504594554,18744.036887998802,18744.036887998802,18.372686577631093,37488.073775997604 
 04/22  06:00:00,5.2125,2.3125,20.395096729573634,0.0033307715898523217,0.0,388230.1722439068,400.0507613184084,2308256.3781036157,18744.036887998802,18744.036887998802,18.22792180529488,37488.073775997604 
 04/22  07:00:00,5.0375,2.8125,20.398634823427297,0.003400593792772485,0.0,394437.1651813672,400.02239731726183,2334118.870398388,18744.036887998802,18744.036887998802,18.19616578156115,37488.073775997604 
 04/22  08:00:00,7.5,2.375,20.48761329565827,0.003287242317392517,0.0,335815.05729577364,400.0098250881352,1969173.2962860747,18744.036887998802,18744.036887998802,18.612120154505888,37488.073775997604 
 04/22  09:00:00,10.4375,1.375,20.643468837246942,0.003167058758276921,0.0,260692.3461518248,400.00432438628013,1547734.4688350037,18744.036887998802,18744.036887998802,19.187374750582972,37488.073775997604 
 04/22  10:00:00,10.9875,2.25,23.142305364699375,0.003252095718562613,0.0,930606.672878374,507.5514655081265,1810933.8054812497,18744.036887998802,18744.036887998802,21.20618968007409,6816288.073775997 
 04/22  11:00:00,13.425,3.625,23.999999306055567,0.003443401872944049,0.0,1506560.600516133,688.4159269658592,1607696.9167081658,18744.036887998802,18744.036887998802,22.518137124824264,8346288.073775997 
 04/22  12:00:00,15.75,3.375,23.99999999995758,0.0033988188046238095,0.0,1742793.7550850976,797.4179819083417,1252539.6436292727,18744.036887998802,18744.036887998802,22.86663763253435,8346288.073775997 
 04/22  13:00:00,16.075,3.625,23.999999999999996,0.0034355655119998204,0.0,1869699.7601930704,849.4836024023735,1202766.8682935692,18744.036887998802,18744.036887998802,22.915244589447653,8346288.073775997 
 04/22  14:00:00,16.625,4.625,22.029761794829472,0.003650768509466714,0.0,94767.58393793195,752.1176602202634,853220.9889678195,18744.036887998802,18744.036887998802,21.50485398378765,256368.07377599765 
 04/22  15:00:00,17.1875,3.125,23.482883187680116,0.003352742105155595,0.0,1312004.8998282093,749.1034580564154,923662.7237789701,18744.036887998802,18744.036887998802,22.465567951305264,6816288.073775997 
 04/22  16:00:00,17.1125,2.625,23.999996100840487,0.003239775237370751,0.0,1953637.4934333123,815.7962539980731,1045045.46310011,18744.036887998802,18744.036887998802,23.0708058002875,8346288.073775997 
 04/22  17:00:00,16.375,4.25,23.9999999995917,0.003565131404360646,0.0,2073059.2522636547,856.17333269865,1157274.3604960782,18744.036887998802,18744.036887998802,22.960152247377703,8346288.073775997 
 04/22  18:00:00,16.125,3.125,23.999999999999954,0.0033632540005078793,0.0,2160401.4245593604,875.6080579944343,1195179.9411193754,18744.036887998802,18744.036887998802,22.922628114079824,8346288.073775997 
 04/22  19:00:00,16.075,2.625,21.985871062773125,0.0032497421277090936,0.0,104473.82218591974,755.8863427126761,933584.1013932251,18744.036887998802,18744.036887998802,21.407578685919667,37488.073775997604 
 04/22  20:00:00,13.0,2.375,21.225215780357075,0.003226986476387554,0.0,188449.19218873288,592.2490311976135,1265413.4283599025,18744.036887998802,18744.036887998802,20.1806955546035,37488.073775997604 
 04/22  21:00:00,11.7,1.375,21.017256100996796,0.0031538105774284496,0.0,230218.55714262323,482.8236499265974,1420702.4136974383,18744.036887998802,18744.036887998802,19.73977979563303,37488.073775997604 
 04/22  22:00:00,10.500000000000002,0.375,20.942628549174035,0.0031013804583173103,0.0,258908.5916793233,436.5885250827817,1594188.7194983738,18744.036887998802,18744.036887998802,19.504666558582052,37488.073775997604 
 04/22  23:00:00,7.975,0.0,20.8116055763226,0.0031086662250881933,0.0,322735.94073756115,416.05551092018595,1957023.2156706592,18744.036887998802,18744.036887998802,19.01781202052268,37488.073775997604 
 04/22  24:00:00,6.812499999999999,1.25,20.721672147006053,0.003208404989087429,0.0,354039.7813966762,407.0519020539266,2117769.239652671,18744.036887998802,18744.036887998802,18.752361971605197,37488.073775997604 
 04/23  01:00:00,6.2625,0.75,20.677855748338896,0.0031718619685904177,0.0,368167.3417916342,403.1144183122048,2194024.2984818285,18744.036887998802,18744.036887998802,18.628655615723474,37488.073775997604 
 04/23  02:00:00,6.0,0.0,20.64606741717902,0.0031317248932184044,0.0,374784.43893398356,401.3684899188896,2227179.3577550133,18744.036887998802,18744.036887998802,18.55882312483667,37488.073775997604 
 04/23  03:00:00,5.250000000000001,1.25,20.603484897225627,0.0032268129504273895,0.0,392203.071356407,400.6018809104798,2337480.666520248,18744.036887998802,18744.036887998802,18.41801820948375,37488.073775997604 
 04/23  04:00:00,4.925,1.375,20.563574221411507,0.003220803130710207,0.0,401518.84598101693,400.26607167393547,2379019.1215957496,18744.036887998802,18744.036887998802,18.325322085550113,37488.073775997604 
 04/23  05:00:00,4.3125,1.625,20.53420608206291,0.0032319407112156914,0.0,415636.31291486835,400.1169236271493,2469198.3875126448,18744.036887998802,18744.036887998802,18.216415523581787,37488.073775997604 
 04/23  06:00:00,4.275,1.375,20.514674443738567,0.0032414488458708834,0.0,418895.72893546894,400.05139632223984,2469123.8838278498,18744.036887998802,18744.036887998802,18.1780215823883,37488.073775997604 
 04/23  07:00:00,5.4375,2.25,20.60054588986062,0.0033197161541984577,0.0,392708.13561706734,400.0227432669552,2302031.9725660677,18744.036887998802,18744.036887998802,18.409402506826254,37488.073775997604 
 04/23  08:00:00,9.125,3.0,20.754522232585803,0.0033659512177888398,0.0,301538.557355874,400.009970666203,1761363.7868990419,18744.036887998802,18744.036887998802,19.071665215578168,37488.073775997604 
 04/23  09:00:00,12.375,1.75,20.93261066963198,0.003190685773975631,0.0,216591.86281341518,400.00437840299134,1297743.459950123,18744.036887998802,18744.036887998802,19.723663429770053,37488.073775997604 
 04/23  10:00:00,12.5125,2.25,23.27174380560001,0.0032366648347316113,0.0,1151846.394807348,507.0910128024736,1602996.1400211544,18744.036887998802,18744.036887998802,21.565883942986446,6816288.073775997 
 04/23  11:00:00,15.1625,2.375,23.99999953325067,0.003202259106961659,0.0,1854028.03580306,685.1054873481114,1343878.3503985582,18744.036887998802,18744.036887998802,22.778667356017262,8346288.073775997 
 04/23  12:00:00,17.9375,2.625,23.999999999955026,0.0032448966905008394,0.0,2075371.6197272083,794.0357964058891,920591.9741931247,18744.036887998802,18744.036887998802,23.194680550277987,8346288.073775997 
 04/23  13:00:00,18.1875,2.375,23.999999999999993,0.003192955649932718,0.0,2189617.9822524255,847.4830315682352,882446.9936525495,18744.036887998802,18744.036887998802,23.232064642921856,8346288.073775997 
 04/23  14:00:00,18.0,2.625,22.377760951434034,0.003210807037436296,0.0,63578.87732762398,774.5957847729613,700730.7511896368,18744.036887998802,18744.036887998802,22.02580436900857,256368.07377599765 
 04/23  15:00:00,19.3125,3.0,23.56087867667567,0.0032875318075891473,0.0,1693733.1358289332,770.2965226147552,618233.2255819425,18744.036887998802,18744.036887998802,22.877351806316714,6816288.073775997 
 04/23  16:00:00,19.4125,3.0,23.999999990153288,0.003274237567910284,0.0,2261165.617277754,831.4026484035973,696497.8952923872,18744.036887998802,18744.036887998802,23.415786445810575,8346288.073775997 
 04/23  17:00:00,19.0,3.0,23.99999999999852,0.00325974262632174,0.0,2384839.7665644214,863.6489731306349,759193.7843542873,18744.036887998802,18744.036887998802,23.35387242920661,8346288.073775997 
 04/23  18:00:00,19.125,2.375,24.0,0.0031865385551150542,0.0,2465887.614993262,880.5972297307012,741270.643697541,18744.036887998802,18744.036887998802,23.372582465023786,8346288.073775997 
 04/23  19:00:00,18.45,1.375,22.378845664021156,0.0030684130666444043,0.0,49685.98100893891,785.652603851068,636223.0631302665,18744.036887998802,18744.036887998802,22.103969534555922,37488.073775997604 
 04/23  20:00:00,16.75,1.0,21.56955050966815,0.0030368694204682507,0.0,94009.0781055593,600.6737028484611,753203.6205679196,18744.036887998802,18744.036887998802,21.049019305865954,37488.073775997604 
 04/23  21:00:00,14.812500000000002,0.6875,21.326380967728156,0.003069832951381441,0.0,151410.6572186675,486.6716406938913,999929.1041314176,18744.036887998802,18744.036887998802,20.48736362837201,37488.073775997604 
 04/23  22:00:00,10.9125,0.1875,21.140067207225712,0.003092321384568049,0.0,249346.31393990357,438.26042519552084,1565637.2649014834,18744.036887998802,18744.036887998802,19.757224284410928,37488.073775997604 
 04/23  23:00:00,8.375,0.0,20.97838411103798,0.0031034147367531763,0.0,318030.61804726254,416.7671389384699,1921264.9573207034,18744.036887998802,18744.036887998802,19.212997666556014,37488.073775997604 
 04/23  24:00:00,8.25,0.0,20.933171510249,0.0031322951809481525,0.0,322734.87585720373,407.358282217056,1931922.7398914755,18744.036887998802,18744.036887998802,19.140130509801608,37488.073775997604 
 04/24  01:00:00,7.525,0.0,20.89334354613692,0.0031291769290623574,0.0,339635.5885344546,403.2502356063582,2037000.3529380294,18744.036887998802,18744.036887998802,19.00514261883034,37488.073775997604 
 04/24  02:00:00,6.375,0.0,20.830846619579525,0.0031261092610926477,0.0,368851.4137964259,401.4267819440733,2200708.4212275045,18744.036887998802,18744.036887998802,18.77888769630308,37488.073775997604 
 04/24  03:00:00,6.749999999999999,0.625,20.811170014157575,0.0031651871680089235,0.0,360468.7629814644,400.62695685702676,2139558.5944108516,18744.036887998802,18744.036887998802,18.80460006050884,37488.073775997604 
 04/24  04:00:00,7.2,1.0,20.816709226110074,0.0031592802167693932,0.0,347768.04674698954,400.2772255786968,2075775.228462834,18744.036887998802,18744.036887998802,18.880050303545147,37488.073775997604 
 04/24  05:00:00,6.199999999999999,1.0,20.777595694956887,0.0031529049267080057,0.0,371505.41537954204,400.12176311752745,2223354.9842206794,18744.036887998802,18744.036887998802,18.70836938220863,37488.073775997604 
 04/24  06:00:00,5.475,0.6875,20.738323151167656,0.0031782918972808726,0.0,392105.34953644266,400.05352014154334,2324656.54379743,18744.036887998802,18744.036887998802,18.55380978377539,37488.073775997604 
 04/24  07:00:00,5.15,0.1875,20.78418691841942,0.003156954857404871,0.0,404096.36959575146,400.023681038161,2378366.7167856563,18744.036887998802,18744.036887998802,18.532306057043982,37488.073775997604 
 04/24  08:00:00,8.75,0.0,20.925372475469327,0.003095886943911632,0.0,317282.7515367896,400.0104107435018,1846407.6247250522,18744.036887998802,18744.036887998802,19.156861396145942,37488.073775997604 
 04/24  09:00:00,13.124999999999998,0.625,21.135014413648744,0.0030901640138928255,0.0,203683.0623195569,400.00458309395026,1214845.4232995552,18744.036887998802,18744.036887998802,19.999590016620637,37488.073775997604 
