Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),Electricity:Facility [J](Hourly) 
 05/15  22:00:00,12.6375,4.25,18.520271275656143,435.2493937467074,904787.4060502013,18751.537502999996,18751.537502999996,17.78176791433274,1837503.0750059998 
 05/15  23:00:00,11.375,5.0,18.31575785308877,415.34202960792044,1067098.8952999795,18751.537502999996,18751.537502999996,17.42287383082339,1837503.0750059998 
 05/15  24:00:00,11.5,4.375,18.11963100798905,406.6818164431919,1017072.0375990976,18751.537502999996,18751.537502999996,17.270182827787256,1837503.0750059998 
 05/16  01:00:00,11.3,5.25,18.000829369902068,402.91555404065383,1024389.1990260507,18751.537502999996,18751.537502999996,17.11066768298754,2044969.379144216 
 05/16  02:00:00,11.0,6.625,18.000000010811426,401.2634233218356,1068181.118522205,18751.537502999996,18751.537502999996,17.05417381569466,2449583.005996355 
 05/16  03:00:00,10.4375,5.125,18.000000000000128,400.5462097497744,1153588.9342699535,18751.537502999996,18751.537502999996,16.969847452713022,2867204.833824993 
 05/16  04:00:00,8.7875,5.875,18.0,400.23809318022984,1404996.399575153,18751.537502999996,18751.537502999996,16.722390688586298,3384822.2731597787 
 05/16  05:00:00,7.375,5.75,18.0,400.10298151635266,1620343.8189107757,18751.537502999996,18751.537502999996,16.510553557850024,3880614.3356107636 
 05/16  06:00:00,7.375,3.75,18.0,400.04491121919466,1619729.6737377723,18751.537502999996,18751.537502999996,16.51059172014262,4226636.855805453 
 05/16  07:00:00,7.85,4.875,18.0,400.01970688791516,1548168.7274011062,18751.537502999996,18751.537502999996,16.58186260804587,4550374.084222991 
 05/16  08:00:00,9.25,6.0,18.0,400.0085658536715,1335317.1574512685,18751.537502999996,18751.537502999996,16.791871558333064,4818809.183387402 
 05/16  09:00:00,10.375,4.125,18.0,400.003729201007,1162425.325765377,18751.537502999996,18751.537502999996,16.960651091036326,5044160.520972038 
 05/16  10:00:00,11.475,6.125,18.0,400.0016348994076,993907.206228536,18751.537502999996,18751.537502999996,17.12568950893354,5259600.797172923 
 05/16  11:00:00,12.0,8.625,18.0,400.00070172590193,913538.6645917321,18751.537502999996,18751.537502999996,17.204478998925843,5409578.186843565 
 05/16  12:00:00,12.125,5.875,18.0,400.0003002161689,893563.5742707701,18751.537502999996,18751.537502999996,17.223282303024693,5383326.582972679 
 05/16  13:00:00,12.7,6.5,18.0,400.00013109650956,806618.8536013691,18751.537502999996,18751.537502999996,17.309560783944114,5202767.954378596 
 05/16  14:00:00,13.625,8.625,18.0,400.00005630571326,666123.5421795123,18751.537502999996,18751.537502999996,17.44832679656218,4895477.793572957 
 05/16  15:00:00,14.062500000000002,6.5,18.0,400.00002409151574,598896.9345709723,18751.537502999996,18751.537502999996,17.513988640289877,4497288.618881047 
 05/16  16:00:00,14.6625,5.625,18.0,400.00001051446986,507931.7826266797,18751.537502999996,18751.537502999996,17.604005398983404,4060007.9860925665 
 05/16  17:00:00,15.0,6.625,18.0,400.00000457699855,456897.7095709866,18751.537502999996,18751.537502999996,17.65463009693968,3634669.655912068 
 05/16  18:00:00,14.437500000000002,5.75,18.0,400.0000019859066,542067.9270435944,18751.537502999996,18751.537502999996,17.570274969492374,3257208.735850388 
 05/16  19:00:00,14.0375,5.625,18.0,400.0000008680315,602976.2892251783,18751.537502999996,18751.537502999996,17.51029009432945,2912745.105580189 
 05/16  20:00:00,13.375,4.75,18.0,400.0000003790555,704046.0877905103,18751.537502999996,18751.537502999996,17.410918997783256,2629644.219873761 
 05/16  21:00:00,12.624999999999998,2.75,18.0,400.00000016682475,818517.9042890309,18751.537502999996,18751.537502999996,17.29604106036338,2404100.9583341256 
 05/16  22:00:00,10.9,2.0,18.0,400.0000000738777,1081298.4070999771,18751.537502999996,18751.537502999996,17.03758937273111,2291910.7953094905 
 05/16  23:00:00,9.375,2.625,18.0,400.0000000326713,1313589.0083782696,18751.537502999996,18751.537502999996,16.810816752993233,2249364.9424981307 
 05/16  24:00:00,9.75,3.0,18.0,400.00000001441833,1255906.0365253775,18751.537502999996,18751.537502999996,16.867162158272766,2191789.6492903857 
 05/17  01:00:00,9.45,2.375,18.0,400.0000000063697,1301978.4030404428,18751.537502999996,18751.537502999996,16.819839106215568,2222677.647349537 
 05/17  02:00:00,8.375,2.625,18.0,400.0000000028152,1465867.4151895791,18751.537502999996,18751.537502999996,16.6582328243205,2354113.7592942063 
 05/17  03:00:00,8.5625,1.75,18.0,400.0000000012434,1437110.857974193,18751.537502999996,18751.537502999996,16.689030268496293,2478257.753120123 
 05/17  04:00:00,7.7125,2.25,18.0,400.00000000055076,1566779.197383989,18751.537502999996,18751.537502999996,16.558155916941033,2705671.3058625045 
 05/17  05:00:00,5.75,3.0,18.0,400.00000000024323,1865811.9286785512,18751.537502999996,18751.537502999996,16.260366863350818,3019927.157383749 
 05/17  06:00:00,6.5,2.375,18.0,400.0000000001073,1751647.4873795318,18751.537502999996,18751.537502999996,16.377708902184455,3197959.987104277 
 05/17  07:00:00,7.775,2.625,18.0,400.0000000000475,1557544.337552992,18751.537502999996,18751.537502999996,16.56519670977383,3361695.707777875 
 05/17  08:00:00,9.25,3.0,18.0,400.00000000002103,1333010.1568863548,18751.537502999996,18751.537502999996,16.786822222507475,3530283.4585639243 
 05/17  09:00:00,11.375,3.0,18.0,400.0000000000094,1009282.305540489,18751.537502999996,18751.537502999996,17.11032281780183,3675088.929360739 
 05/17  10:00:00,13.325,4.25,18.0,400.0000000000043,712281.407731163,18751.537502999996,18751.537502999996,17.398155692081925,3815986.458197644 
 05/17  11:00:00,15.25,5.625,18.0,400.000000000002,419086.195416902,18751.537502999996,18751.537502999996,17.688702405476153,3882995.68513106 
 05/17  12:00:00,16.0625,4.75,18.0,400.000000000001,295297.32735784765,18751.537502999996,18751.537502999996,17.813687760919773,3864916.9216634366 
 05/17  13:00:00,16.6625,5.25,18.0,400.00000000000057,203802.91902323382,18751.537502999996,18751.537502999996,17.903951884375417,3687717.4742468437 
 05/17  14:00:00,16.375,6.0,18.0,400.00000000000057,247504.66354536396,18751.537502999996,18751.537502999996,17.860838132351393,3416653.526869804 
 05/17  15:00:00,17.0625,6.0,18.0,400.00000000000034,142836.3629330551,18751.537502999996,18751.537502999996,17.96391516146538,3014743.1391026406 
 05/17  16:00:00,17.2625,6.0,18.0,400.00000000000017,112395.6819349548,18751.537502999996,18751.537502999996,17.99378543375135,2606272.106038694 
 05/17  17:00:00,17.625,6.625,18.0,400.0000000000001,57152.572075219156,18751.537502999996,18751.537502999996,18.048018585896457,2212712.1151963924 
 05/17  18:00:00,17.5625,5.125,18.00248884913302,400.0000000000001,66695.14924903488,18751.537502999996,18751.537502999996,18.038733804181398,1903726.0591371024 
 05/17  19:00:00,17.1125,5.25,18.104400216616156,400.0,144953.3658582387,18751.537502999996,18751.537502999996,18.024292080408237,1837503.0750059998 
 05/17  20:00:00,16.375,6.625,18.27622035175888,399.99999999999994,283901.7802762479,18751.537502999996,18751.537502999996,18.059754326656574,1837503.0750059998 
 05/17  21:00:00,15.1875,4.5,18.422363132839116,400.00000000000006,487889.9205653232,18751.537502999996,18751.537502999996,18.01036971103894,1837503.0750059998 
 05/17  22:00:00,13.0125,4.25,18.515696566402227,400.00000000000006,837450.4648508114,18751.537502999996,18751.537502999996,17.777847771562442,1837503.0750059998 
 05/17  23:00:00,12.625,5.625,18.59085699609778,400.0000000000002,905718.3432902789,18751.537502999996,18751.537502999996,17.769245992246617,1837503.0750059998 
 05/17  24:00:00,12.6875,4.125,18.6960914198817,400.00000000000006,913839.374161371,18751.537502999996,18751.537502999996,17.880258851285394,1837503.0750059998 
 05/18  01:00:00,11.5625,4.25,18.706609427535916,400.00000000000017,1091501.0600521122,18751.537502999996,18751.537502999996,17.740249474364745,1837503.0750059998 
 05/18  02:00:00,11.0,5.0,18.662891886597638,400.00000000000017,1170631.590303611,18751.537502999996,18751.537502999996,17.61821125251623,1837503.0750059998 
 05/18  03:00:00,10.6875,3.125,18.633560253639732,400.00000000000017,1213094.6905378662,18751.537502999996,18751.537502999996,17.55448322131509,1837503.0750059998 
 05/18  04:00:00,10.25,3.25,18.554645021641853,400.0000000000001,1271190.9847101728,18751.537502999996,18751.537502999996,17.428685055474194,1837503.0750059998 
 05/18  05:00:00,8.7875,3.375,18.409549024000018,400.0000000000001,1474913.8206265408,18751.537502999996,18751.537502999996,17.092146484649117,1837503.0750059998 
 05/18  06:00:00,7.625,2.375,18.276475295924826,400.0000000000001,1627857.447909615,18751.537502999996,18751.537502999996,16.806604970428726,1837503.0750059998 
 05/18  07:00:00,7.775,3.25,18.18536377005856,400.00000000000034,1590772.4871651938,18751.537502999996,18751.537502999996,16.744896963366546,1837503.0750059998 
 05/18  08:00:00,9.25,4.0,18.117378247617054,400.00000000000034,1355378.1322947028,18751.537502999996,18751.537502999996,16.90130520978983,1837503.0750059998 
 05/18  09:00:00,10.874999999999998,3.375,18.04969356541035,400.0000000000002,1097586.3301815358,18751.537502999996,18751.537502999996,17.0955813466025,1837503.0750059998 
 05/18  10:00:00,12.4,5.5,20.110344008133076,520.6374136097646,1142859.1356575678,18751.537502999996,18751.537502999996,18.874687537189384,8346303.075006001 
 05/18  11:00:00,13.625,8.875,20.49975313718247,718.5552454526514,1044910.3536499031,18751.537502999996,18751.537502999996,19.557944224680874,8346303.075006001 
 05/18  12:00:00,13.875,6.875,20.56951966377699,814.4179315078915,1015226.9362568442,18751.537502999996,18751.537502999996,19.650111387036596,8346303.075006001 
 05/18  13:00:00,13.925,6.875,19.07832264980784,755.2266716306754,813498.8990849117,18751.537502999996,18751.537502999996,18.57180056069255,3139263.0750059998 
 05/18  14:00:00,14.0,8.0,20.449491409637584,746.5260257000748,949090.8374750334,18751.537502999996,18751.537502999996,19.400950669192568,8346303.075006001 
 05/18  15:00:00,14.562499999999998,6.125,20.943102556862065,822.2252498424065,961135.7500497982,18751.537502999996,18751.537502999996,20.0309501300088,8346303.075006001 
 05/18  16:00:00,14.3375,5.625,21.179083471473486,863.753602806398,1034251.4573593303,18751.537502999996,18751.537502999996,20.21169547308058,8346303.075006001 
 05/18  17:00:00,14.625,8.5,21.41266410866351,877.3164089820674,1024613.8742975071,18751.537502999996,18751.537502999996,20.446115980321448,8346303.075006001 
 05/18  18:00:00,15.625,6.25,21.663919957507826,879.9569618994572,910806.7870614261,18751.537502999996,18751.537502999996,20.809938655377184,8346303.075006001 
 05/18  19:00:00,15.375,6.5,19.549495790136547,755.5836801383075,671077.9689496127,18751.537502999996,18751.537502999996,19.223218607238685,1837503.0750059998 
 05/18  20:00:00,14.375,6.75,19.04576630304764,589.4714908674812,718598.1057569493,18751.537502999996,18751.537502999996,18.488033796957964,1837503.0750059998 
 05/18  21:00:00,13.750000000000002,3.5,18.85071846296185,480.7167907403704,783716.2115751633,18751.537502999996,18751.537502999996,18.226602449363753,1837503.0750059998 
 05/18  22:00:00,11.975,3.25,18.607818109300737,435.49406583100586,1022285.8095336001,18751.537502999996,18751.537502999996,17.78138718059337,1837503.0750059998 
 05/18  23:00:00,11.0,4.0,18.3077521085344,415.54814680761535,1124234.8263098877,18751.537502999996,18751.537502999996,17.374171189156108,1837503.0750059998 
 05/18  24:00:00,11.375000000000002,2.75,18.059228290089052,406.82191989295785,1026402.4760577529,18751.537502999996,18751.537502999996,17.20514449039146,1877071.889600096 
 05/19  01:00:00,9.975,2.625,18.000013665985055,403.0088179026262,1222942.645649056,18751.537502999996,18751.537502999996,16.900782696552966,2300772.558062858 
 05/19  02:00:00,9.0,2.375,18.00000000017219,401.325546465465,1372210.183574381,18751.537502999996,18751.537502999996,16.754367925557894,2809425.0165177877 
 05/19  03:00:00,9.25,1.375,18.0,400.5851546157899,1334067.6646538288,18751.537502999996,18751.537502999996,16.791891162964955,3290475.9216711395 
 05/19  04:00:00,8.2125,1.625,18.0,400.2587683750919,1493454.7031745093,18751.537502999996,18751.537502999996,16.636272841076853,3856003.4105523727 
 05/19  05:00:00,6.8125,2.0,18.0,400.1142217183369,1707810.0912866308,18751.537502999996,18751.537502999996,16.426271692986674,4443308.322043179 
 05/19  06:00:00,7.65,2.0,18.0,400.05040484556275,1578579.5535301478,18751.537502999996,18751.537502999996,16.551914844989252,4880057.64943484 
 05/19  07:00:00,8.15,0.75,18.0,400.0222829350836,1502495.0890783204,18751.537502999996,18751.537502999996,16.62692651994649,5265934.35191247 
 05/19  08:00:00,10.5,0.0,18.0,400.00986103036325,1144792.7145077633,18751.537502999996,18751.537502999996,16.977673081231554,5529109.058467495 
 05/19  09:00:00,13.4375,0.625,18.0,400.00436795190825,696448.3171133106,18751.537502999996,18751.537502999996,17.419022419851593,5715237.90815874 
 05/19  10:00:00,15.3625,0.375,18.187240905120063,559.7186474804539,422716.56704065035,18751.537502999996,18751.537502999996,17.82190913779095,8346303.075006001 
 05/19  11:00:00,16.625,1.25,18.22688973061003,758.2767453696652,243304.43263112803,18751.537502999996,18751.537502999996,18.084838381567693,8346303.075006001 
 05/19  12:00:00,18.0625,2.625,18.31804388915566,842.5026744865656,47948.84610218458,18751.537502999996,18751.537502999996,18.35578692347165,8346303.075006001 
 05/19  13:00:00,19.5125,2.375,18.00168517230334,746.5618968392085,0.0,18751.537502999996,18751.537502999996,18.372632627989844,5647095.460582366 
 05/19  14:00:00,20.625,3.25,18.717590956893076,757.3127554406034,0.0,18751.537502999996,18751.537502999996,18.980926660099207,8346303.075006001 
 05/19  15:00:00,21.25,3.375,19.139980169458823,841.9544870651337,0.0,18751.537502999996,18751.537502999996,19.476013184486902,8346303.075006001 
 05/19  16:00:00,21.775,3.0,19.587623747651133,877.4471687905965,0.0,18751.537502999996,18751.537502999996,19.921271590238838,8346303.075006001 
 05/19  17:00:00,22.0,2.375,20.072293232653713,892.7868682671644,0.0,18751.537502999996,18751.537502999996,20.360738094187433,8346303.075006001 
 05/19  18:00:00,22.3125,2.625,20.58196358823695,899.11354471719,0.0,18751.537502999996,18751.537502999996,20.8351126895003,8346303.075006001 
 05/19  19:00:00,22.1875,1.75,18.784443615633755,734.8453978658358,0.0,18751.537502999996,18751.537502999996,19.569348699773553,1837503.0750059998 
 05/19  20:00:00,21.375,0.375,18.76710261102872,540.0571887801569,0.0,18751.537502999996,18751.537502999996,19.18604228505871,1837503.0750059998 
 05/19  21:00:00,18.75,0.625,19.00126812872509,462.04377237216283,88034.44612030059,18751.537502999996,18751.537502999996,19.02327106872018,1837503.0750059998 
 05/19  22:00:00,15.275,1.625,19.181289929404294,427.30388375846235,590605.4071384505,18751.537502999996,18751.537502999996,18.664405115314484,1837503.0750059998 
 05/19  23:00:00,14.0,2.625,19.361617975391955,411.98934891385915,811883.1443728787,18751.537502999996,18751.537502999996,18.61893454067423,1837503.0750059998 
 05/19  24:00:00,14.75,3.0,19.566062795590877,405.2528689210784,727760.6957068959,18751.537502999996,18751.537502999996,18.904750595910073,1837503.0750059998 
 05/20  01:00:00,12.575,3.0,19.651337474163206,402.30134831357316,1081547.7184302285,18751.537502999996,18751.537502999996,18.69630326632314,1837503.0750059998 
 05/20  02:00:00,11.0,3.0,19.639765346655437,401.00730174950985,1319457.9924003799,18751.537502999996,18751.537502999996,18.4425071255129,1837503.0750059998 
 05/20  03:00:00,12.125,3.3125,19.692594799419,400.4408582130977,1153803.6552765665,18751.537502999996,18751.537502999996,18.64849241004174,1837503.0750059998 
 05/20  04:00:00,11.05,3.8125,19.66368875678125,400.19283197578187,1318576.5682421545,18751.537502999996,18751.537502999996,18.499110091387212,1837503.0750059998 
 05/20  05:00:00,10.625,3.375,19.573128585692604,400.0842093490015,1368567.0022965602,18751.537502999996,18751.537502999996,18.342591590330425,1837503.0750059998 
 05/20  06:00:00,10.8125,2.6875,19.550986093804458,400.03689267488147,1337365.773177546,18751.537502999996,18751.537502999996,18.353350199159316,1837503.0750059998 
 05/20  07:00:00,12.7625,2.1875,19.548070476981103,400.01620736157287,1036274.8769737206,18751.537502999996,18751.537502999996,18.624772446987485,1837503.0750059998 
 05/20  08:00:00,15.875,2.0,19.572314482139717,400.0071262535742,565187.1716620453,18751.537502999996,18751.537502999996,19.11542489920741,1837503.0750059998 
 05/20  09:00:00,16.8125,2.0,19.528741993367838,400.00313577946923,418852.3020101398,18751.537502999996,18751.537502999996,19.24055169426923,1837503.0750059998 
 05/20  10:00:00,19.3875,2.625,21.607032385724306,520.9221315830584,304887.2763485935,18751.537502999996,18751.537502999996,21.18035471115879,8346303.075006001 
 05/20  11:00:00,21.625,3.0,22.071452057785923,722.8355846768723,63330.58032291276,18751.537502999996,18751.537502999996,22.078861642813447,8346303.075006001 
 05/20  12:00:00,22.812499999999996,3.625,22.20367230823367,823.315217328314,0.0,18751.537502999996,18751.537502999996,22.36403148834672,8346303.075006001 
 05/20  13:00:00,23.7375,3.375,20.866756339757632,762.4227795261312,0.0,18751.537502999996,18751.537502999996,21.537215444236253,3139263.0750059998 
 05/20  14:00:00,25.25,3.625,22.37521570540173,754.0028975580536,0.0,18751.537502999996,18751.537502999996,22.70440636294797,8346303.075006001 
 05/20  15:00:00,26.625,3.375,23.037066252517963,829.0036747630444,0.0,18751.537502999996,18751.537502999996,23.584694250040293,8346303.075006001 
 05/20  16:00:00,27.0,3.625,23.47810364584592,867.3926269908162,0.0,18751.537502999996,18751.537502999996,24.01412391795337,8346303.075006001 
 05/20  17:00:00,27.0,4.0,23.944879258871246,882.1919314787026,0.0,18751.537502999996,18751.537502999996,24.405081627177523,8346303.075006001 
 05/20  18:00:00,27.125000000000004,4.0,24.432849834322326,887.8334699210179,0.0,18751.537502999996,18751.537502999996,24.83509931532166,8346303.075006001 
 05/20  19:00:00,26.45,3.375,22.632141542012874,724.5372844086774,0.0,18751.537502999996,18751.537502999996,23.48168845487975,1837503.0750059998 
 05/20  20:00:00,25.375,2.375,22.580616954216037,532.9687964999157,0.0,18751.537502999996,18751.537502999996,23.026438644607524,1837503.0750059998 
 05/20  21:00:00,24.125,2.0,22.849708234931395,457.9641025522093,0.0,18751.537502999996,18751.537502999996,23.086769262347893,1837503.0750059998 
 05/20  22:00:00,22.6,2.0,23.0960638539898,425.1462899664962,76889.68754917392,18751.537502999996,18751.537502999996,23.076541003627494,1837503.0750059998 
 05/20  23:00:00,21.375,2.0,23.308709232383404,410.9033932508157,288860.7305350548,18751.537502999996,18751.537502999996,23.078952450562113,1837503.0750059998 
 05/20  24:00:00,20.375,1.375,23.48083076648243,404.7289291084,470354.6583983182,18751.537502999996,18751.537502999996,23.086338871563843,1837503.0750059998 
 05/21  01:00:00,19.375,1.0,23.59799287165216,402.054949202407,643895.1254189662,18751.537502999996,18751.537502999996,23.047467925682135,1837503.0750059998 
 05/21  02:00:00,17.125,1.0,23.63135512743116,400.89202504755735,998522.1015712747,18751.537502999996,18751.537502999996,22.761423519686915,1837503.0750059998 
 05/21  03:00:00,15.750000000000002,1.625,23.619865217753343,400.3871155356165,1206801.4339785525,18751.537502999996,18751.537502999996,22.542048796877435,1837503.0750059998 
 05/21  04:00:00,14.6,1.375,23.597647864910382,400.16811623036637,1381992.3007308438,18751.537502999996,18751.537502999996,22.362323787727306,1837503.0750059998 
 05/21  05:00:00,12.75,0.375,23.516532956384072,400.07297414528273,1655147.8774855947,18751.537502999996,18751.537502999996,22.024663309422788,1837503.0750059998 
 05/21  06:00:00,14.0,0.0,23.51135410029946,400.03170712107493,1456260.2842220515,18751.537502999996,18751.537502999996,22.174618938844237,1837503.0750059998 
 05/21  07:00:00,14.7,0.0,23.548624578861276,400.0138092050613,1355713.3588337882,18751.537502999996,18751.537502999996,22.328460288368234,1837503.0750059998 
 05/21  08:00:00,17.9,1.25,23.58097495845469,400.00600446922084,867467.2301184603,18751.537502999996,18751.537502999996,22.81299247320021,1837503.0750059998 
 05/21  09:00:00,21.4375,2.0,23.62906335864208,400.00261007825725,336406.01744706806,18751.537502999996,18751.537502999996,23.404714923262837,1837503.0750059998 
 05/21  10:00:00,23.3625,2.0,25.639544772418994,518.6782055560433,315035.9263713701,18751.537502999996,18751.537502999996,25.211013914756343,8346303.075006001 
 05/21  11:00:00,24.625,3.25,26.042409939327477,718.992077883753,212985.42603613422,18751.537502999996,18751.537502999996,25.908325955063503,8346303.075006001 
 05/21  12:00:00,25.875,4.0,26.17058328857648,817.837380312367,47369.81808620473,18751.537502999996,18751.537502999996,26.19617188758628,8346303.075006001 
 05/21  13:00:00,26.15,4.0,24.7478886069862,723.1324696857284,0.0,18751.537502999996,18751.537502999996,25.213477784465834,3139263.0750059998 
 05/21  14:00:00,26.625,3.375,26.286347125537816,711.2729461008249,0.0,18751.537502999996,18751.537502999996,26.241732425789625,8346303.075006001 
 05/21  15:00:00,27.499999999999996,2.375,26.900596617350168,806.8764106834552,0.0,18751.537502999996,18751.537502999996,27.007911613585858,8346303.075006001 
 05/21  16:00:00,26.675,3.25,27.274826471426024,855.0807128392305,89705.94007696933,18751.537502999996,18751.537502999996,27.21085560197622,8346303.075006001 
 05/21  17:00:00,26.0,3.375,27.664108269619383,873.1332859471446,239362.34265673292,18751.537502999996,18751.537502999996,27.429946991946927,8346303.075006001 
 05/21  18:00:00,26.875,2.375,28.098077243394222,881.0976354830717,170366.07869685988,18751.537502999996,18751.537502999996,27.922828301220264,8346303.075006001 
 05/21  19:00:00,26.525,2.0,26.354580572829562,754.738050065378,25904.128903899575,18751.537502999996,18751.537502999996,26.640223821375926,1837503.0750059998 
 05/21  20:00:00,25.375,2.0,26.203178926579305,589.4527929375774,119499.90959283231,18751.537502999996,18751.537502999996,26.136332212749213,1837503.0750059998 
 05/21  21:00:00,23.75,2.0,26.389979123008164,479.86012548555476,398379.08856778935,18751.537502999996,18751.537502999996,26.05691162689576,1837503.0750059998 
 05/21  22:00:00,21.125,1.375,26.547010027393597,434.33167836502844,825163.2171250483,18751.537502999996,18751.537502999996,25.808320690041754,1837503.0750059998 
 05/21  23:00:00,18.125,1.0,26.645179922041343,414.7287233068741,1304008.1743717277,18751.537502999996,18751.537502999996,25.454050972977925,1837503.0750059998 
 05/21  24:00:00,18.625,1.0,26.77058179915122,406.3237143916872,1242863.679047188,18751.537502999996,18751.537502999996,25.615180035433117,1837503.0750059998 
 05/22  01:00:00,17.35,0.375,26.841163473972465,402.7218973132855,1457888.9788912362,18751.537502999996,18751.537502999996,25.52752459889872,1837503.0750059998 
 05/22  02:00:00,16.0,0.625,26.793865743638158,401.16964956083984,1658296.2234532475,18751.537502999996,18751.537502999996,25.282973178988943,1837503.0750059998 
 05/22  03:00:00,16.8125,1.625,26.78253678240923,400.50267861778354,1530444.0388124785,18751.537502999996,18751.537502999996,25.392761772855383,1837503.0750059998 
 05/22  04:00:00,17.7375,1.375,26.75356914741866,400.2164522930434,1383222.8659529905,18751.537502999996,18751.537502999996,25.514269902477757,1837503.0750059998 
 05/22  05:00:00,18.0,1.625,26.6771056575778,400.093114289869,1332611.463269761,18751.537502999996,18751.537502999996,25.498165612215043,1837503.0750059998 
 05/22  06:00:00,16.4375,2.0,26.554234154212335,400.04005405821505,1557802.7791418089,18751.537502999996,18751.537502999996,25.173736997340374,1837503.0750059998 
 05/22  07:00:00,15.250000000000002,1.375,26.406505123183756,400.01727458676976,1716181.6617172277,18751.537502999996,18751.537502999996,24.862532482344772,1837503.0750059998 
 05/22  08:00:00,18.7875,1.0,26.400910023136596,400.0074467840208,1164639.18669127,18751.537502999996,18751.537502999996,25.34738602117637,1837503.0750059998 
 05/22  09:00:00,21.125,1.625,26.38625748826263,400.00321376731563,810966.6902218638,18751.537502999996,18751.537502999996,25.72228146928649,1837503.0750059998 
 05/22  10:00:00,23.575,2.625,28.289532085064184,518.417594158852,690312.5894810795,18751.537502999996,18751.537502999996,27.500224722570685,8346303.075006001 
 05/22  11:00:00,25.625,3.0,28.664755970757575,717.5289676604364,463778.3238754518,18751.537502999996,18751.537502999996,28.29555861420001,8346303.075006001 
 05/22  12:00:00,26.375,3.0,28.74073974300834,815.8867983438729,358993.2769641178,18751.537502999996,18751.537502999996,28.468451574517083,8346303.075006001 
 05/22  13:00:00,26.85,3.0,27.329752803409463,721.0859114027754,100425.6668085338,18751.537502999996,18751.537502999996,27.5107772569792,3139263.0750059998 
 05/22  14:00:00,27.0,3.0,28.77900100975238,709.1825472346476,239077.0737252607,18751.537502999996,18751.537502999996,28.430161024663093,8346303.075006001 
 05/22  15:00:00,27.375,2.375,29.32949376909535,803.9698534207039,285728.25430632336,18751.537502999996,18751.537502999996,29.063122769584606,8346303.075006001 
 05/22  16:00:00,27.225,2.625,29.681672536763955,851.6218313929827,362790.22147849004,18751.537502999996,18751.537502999996,29.340480327318236,8346303.075006001 
 05/22  17:00:00,27.0,3.0,30.05906738992962,869.715990352891,453672.88659033924,18751.537502999996,18751.537502999996,29.61953719697414,8346303.075006001 
 05/22  18:00:00,27.187499999999996,2.375,30.463113883169314,876.9603114323646,486816.5141412702,18751.537502999996,18751.537502999996,29.98754288714097,8346303.075006001 
 05/22  19:00:00,26.4875,2.625,28.91131983506732,777.0828909467645,406547.7828207648,18751.537502999996,18751.537502999996,28.844931434685197,1837503.0750059998 
 05/22  20:00:00,25.375,2.375,28.582470329460623,591.7270278440096,488742.3766472259,18751.537502999996,18751.537502999996,28.177960406687323,1837503.0750059998 
 05/22  21:00:00,23.375,2.625,28.749207998214217,480.1909444865559,820337.6074996116,18751.537502999996,18751.537502999996,28.014239973363367,1837503.0750059998 
 05/22  22:00:00,22.15,3.0,28.912504854745933,434.114584168139,1029913.9774283544,18751.537502999996,18751.537502999996,27.963113551134725,1837503.0750059998 
 05/22  23:00:00,19.125,2.375,29.002462686651004,414.47406185651386,1513768.680603847,18751.537502999996,18751.537502999996,27.62103186977454,1837503.0750059998 
 05/22  24:00:00,19.775,2.625,29.08191676746594,406.15472522777065,1424041.9928569645,18751.537502999996,18751.537502999996,27.755048910371464,1837503.0750059998 
 05/23  01:00:00,17.325,1.75,29.091813082329228,402.6215094152759,1810917.0433304124,18751.537502999996,18751.537502999996,27.460010536800116,1837503.0750059998 
 05/23  02:00:00,14.937499999999998,1.625,28.949979699201712,401.1173468212513,2150136.6990271793,18751.537502999996,18751.537502999996,26.97020610186674,1837503.0750059998 
 05/23  03:00:00,16.15,1.375,28.901631593566776,400.4765589420338,1953386.5810098718,18751.537502999996,18751.537502999996,27.099627499134538,1837503.0750059998 
 05/23  04:00:00,15.087499999999999,0.375,28.775415760805082,400.2039854049146,2104596.212738564,18751.537502999996,18751.537502999996,26.870047559386744,1837503.0750059998 
 05/23  05:00:00,13.375,0.625,28.54737361893431,400.0872559517229,2331635.1684159874,18751.537502999996,18751.537502999996,26.41852424414161,1837503.0750059998 
 05/23  06:00:00,14.6875,1.3125,28.434555587041103,400.03734139401024,2108034.0044918656,18751.537502999996,18751.537502999996,26.489236160892105,1837503.0750059998 
 05/23  07:00:00,14.7,1.8125,28.303465703904735,400.0160099884739,2092611.2359677893,18751.537502999996,18751.537502999996,26.40926505130963,1837503.0750059998 
 05/23  08:00:00,17.7875,2.625,28.19425267988818,400.0068519084533,1598891.774747334,18751.537502999996,18751.537502999996,26.730681560927263,1837503.0750059998 
 05/23  09:00:00,21.125,1.75,28.148330841575504,400.0029332205349,1083814.4145011818,18751.537502999996,18751.537502999996,27.210256702878027,1837503.0750059998 
 05/23  10:00:00,21.925,1.625,27.986716322048643,400.0012608484261,938765.4809374253,18751.537502999996,18751.537502999996,27.213214035738844,1837503.0750059998 
