Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),Electricity:Facility [J](Hourly) 
 02/28  09:00:00,-3.625,1.8875,11.559346014829213,400.0061969046927,2307591.9953690404,18751.537502999996,18751.537502999996,9.417983939988918,9037503.075006 
 02/28  10:00:00,-3.45,1.8125000000000002,11.413795890993839,400.002821877908,2258814.8700569905,18751.537502999996,18751.537502999996,9.319265278635376,9037503.075006 
 02/28  11:00:00,-3.1125,1.45,11.278663296646826,400.00128630493816,2186902.551521277,18751.537502999996,18751.537502999996,9.252980907460145,9037503.075006 
 02/28  12:00:00,-2.7499999999999996,1.1125,11.15886268684083,400.0005869738154,2113165.7519284245,18751.537502999996,18751.537502999996,9.201421088091582,9037503.075006 
 02/28  13:00:00,-2.1,1.4375000000000002,11.067355947632548,400.0002679909799,1999499.8988969943,18751.537502999996,18751.537502999996,9.213787646688798,9037503.075006 
 02/28  14:00:00,-1.2375000000000003,2.075,11.012863546392438,400.0001222594807,1859113.075575428,18751.537502999996,18751.537502999996,9.289035964066183,9037503.075006 
 02/28  15:00:00,-0.4000000000000001,2.7375,10.99424741406838,400.0000556967457,1728030.9592502462,18751.537502999996,18751.537502999996,9.391324702665464,9037503.075006 
 02/28  16:00:00,0.025,2.8125,11.008383891881705,400.0000253343967,1664674.5042561586,18751.537502999996,18751.537502999996,9.460646314382021,9037503.075006 
 02/28  17:00:00,0.22499999999999998,2.45,11.052498123994035,400.00001152554705,1639942.9749653938,18751.537502999996,18751.537502999996,9.521888245913715,9037503.075006 
 02/28  18:00:00,0.2375,2.1125,11.114000685485237,400.0000052458295,1646996.6520944417,18751.537502999996,18751.537502999996,9.574117562259087,9037503.075006 
 02/28  19:00:00,-0.6749999999999999,2.5,11.163228918213882,400.0000023867768,1794002.6455689792,18751.537502999996,18751.537502999996,9.48458424122822,9037503.075006 
 02/28  20:00:00,-1.7,2.8625,11.197694761984437,400.0000010839202,1954808.8715792666,18751.537502999996,18751.537502999996,9.360418024439682,9037503.075006 
 02/28  21:00:00,-2.3125,2.9625,11.22125731153917,400.0000004917807,2051996.9669972928,18751.537502999996,18751.537502999996,9.293035901667668,9037503.075006 
 02/28  22:00:00,-2.0625,3.0,11.228524748956627,400.0000002229199,2015683.6150531697,18751.537502999996,18751.537502999996,9.335031768014074,9037503.075006 
 02/28  23:00:00,-1.3625000000000003,3.0,11.2097589967995,400.0000001008448,1908198.7130706282,18751.537502999996,18751.537502999996,9.424751313311244,9037503.075006 
 02/28  24:00:00,-0.5375000000000001,3.125,11.156167617628215,400.0000000455169,1776451.100346469,18751.537502999996,18751.537502999996,9.503875397749834,9037503.075006 
 03/01  01:00:00,0.36249999999999993,3.2,11.078066151843144,400.0000000204933,1629269.4153500847,18751.537502999996,18751.537502999996,9.571617348246459,9037503.075006 
 03/01  02:00:00,0.6375,3.2,10.965501007117469,400.0000000092109,1572765.1635730136,18751.537502999996,18751.537502999996,9.527952868345167,9037503.075006 
 03/01  03:00:00,0.6,3.075,10.833739757687887,400.00000000414155,1558870.6261531692,18751.537502999996,18751.537502999996,9.414149374088698,9037503.075006 
 03/01  04:00:00,0.5375,2.875,10.704381166643662,400.00000000186645,1549258.6112865251,18751.537502999996,18751.537502999996,9.298752873451734,9037503.075006 
 03/01  05:00:00,0.5,2.8,10.576841746555093,400.0000000008421,1535640.017317654,18751.537502999996,18751.537502999996,9.185304612506467,9037503.075006 
 03/01  06:00:00,0.5,2.6125,10.459781525276666,400.0000000003804,1517665.8327249158,18751.537502999996,18751.537502999996,9.085379595763307,9037503.075006 
 03/01  07:00:00,0.4375,2.8125,10.353945554004232,400.0000000001721,1510940.4017086478,18751.537502999996,18751.537502999996,8.983294496861191,9037503.075006 
 03/01  08:00:00,0.525,3.0,10.264826637755267,400.00000000007753,1483504.4412601488,18751.537502999996,18751.537502999996,8.915597949987344,9037503.075006 
 03/01  09:00:00,0.6,2.375,10.191024806550804,400.0000000000352,1460815.4331073342,18751.537502999996,18751.537502999996,8.867078271408644,9037503.075006 
 03/01  10:00:00,0.475,3.25,10.122169026051067,400.00000000001614,1469289.6683331975,18751.537502999996,18751.537502999996,8.791183350856372,9037503.075006 
 03/01  11:00:00,1.025,3.375,10.0780176544571,400.0000000000073,1377508.3954035966,18751.537502999996,18751.537502999996,8.825631572209426,9037503.075006 
 03/01  12:00:00,1.275,3.0,10.027300534037032,400.00000000000324,1333622.6005011722,18751.537502999996,18751.537502999996,8.831081510809735,9037503.075006 
 03/01  13:00:00,1.7,3.0,9.961166064971145,400.0000000000016,1258381.8694006924,18751.537502999996,18751.537502999996,8.835654846901381,9037503.075006 
 03/01  14:00:00,2.625,2.375,9.928518520558269,400.00000000000114,1111425.6297179144,18751.537502999996,18751.537502999996,8.938898421056352,9037503.075006 
 03/01  15:00:00,2.6250000000000004,2.625,9.906198259511223,400.00000000000057,1108439.2448147554,18751.537502999996,18751.537502999996,8.923529606728057,9037503.075006 
 03/01  16:00:00,2.5875000000000004,2.375,9.88501570300096,400.0000000000003,1110545.2703417032,18751.537502999996,18751.537502999996,8.893874865751874,9037503.075006 
 03/01  17:00:00,2.2625,1.375,9.861664045782781,400.0000000000003,1157058.429667863,18751.537502999996,18751.537502999996,8.827192319485238,9037503.075006 
 03/01  18:00:00,2.125,1.0,9.840117075076744,400.00000000000034,1173914.603268208,18751.537502999996,18751.537502999996,8.790202677483528,9037503.075006 
 03/01  19:00:00,2.075,2.25,9.824036929287761,400.00000000000034,1179311.5907840938,18751.537502999996,18751.537502999996,8.770211871192851,9037503.075006 
 03/01  20:00:00,1.625,3.0,9.79588426485705,400.00000000000034,1244256.4119677495,18751.537502999996,18751.537502999996,8.680185013356045,9037503.075006 
 03/01  21:00:00,1.3375,1.75,9.761454505677278,400.00000000000034,1282524.099035176,18751.537502999996,18751.537502999996,8.609605963547033,9037503.075006 
 03/01  22:00:00,1.3624999999999998,2.875,9.721370485146931,400.00000000000034,1273170.5292803666,18751.537502999996,18751.537502999996,8.580919937026396,9037503.075006 
 03/01  23:00:00,1.4,3.375,9.674805077914918,400.00000000000034,1260561.5604593945,18751.537502999996,18751.537502999996,8.545829059577448,9037503.075006 
 03/01  24:00:00,1.4,2.375,9.624803908688621,400.0000000000003,1253057.668166619,18751.537502999996,18751.537502999996,8.50684984748954,9037503.075006 
 03/02  01:00:00,1.4625,3.25,9.56893105051977,400.0000000000003,1235153.9211272718,18751.537502999996,18751.537502999996,8.469985473524002,9037503.075006 
 03/02  02:00:00,1.8125,4.0,9.517237146315146,400.00000000000034,1173518.7195134028,18751.537502999996,18751.537502999996,8.476235409803126,9037503.075006 
 03/02  03:00:00,2.0,3.375,9.469011026502155,400.00000000000045,1137610.7176396453,18751.537502999996,18751.537502999996,8.463929977844185,9037503.075006 
 03/02  04:00:00,2.0,4.25,9.41356646557552,400.00000000000045,1129913.0099229864,18751.537502999996,18751.537502999996,8.418601763662377,9037503.075006 
 03/02  05:00:00,1.75,5.625,9.34962760193345,400.0000000000002,1158476.3962020446,18751.537502999996,18751.537502999996,8.325596105951607,9037503.075006 
 03/02  06:00:00,1.475,5.375,9.29435537417752,400.0000000000001,1191110.1048452228,18751.537502999996,18751.537502999996,8.23598347570859,9037503.075006 
 03/02  07:00:00,1.4,7.5,9.238393868447613,400.0000000000001,1194720.2229120508,18751.537502999996,18751.537502999996,8.180076796581542,9037503.075006 
 03/02  08:00:00,1.15,9.0,9.18446827676763,400.00000000000017,1223941.4329600614,18751.537502999996,18751.537502999996,8.092183309614907,9037503.075006 
 03/02  09:00:00,0.9374999999999999,5.25,9.166464670588626,400.00000000000017,1251630.3802565634,18751.537502999996,18751.537502999996,8.037157434751428,9037503.075006 
 03/02  10:00:00,0.9625,5.5,10.956143044124705,519.4273207729543,1492196.3833742521,18751.537502999996,18751.537502999996,9.405468795993524,15546303.075006 
 03/02  11:00:00,1.625,6.375,11.306846492781942,723.2333731305205,1467514.612482394,18751.537502999996,18751.537502999996,9.92580231328789,15546303.075006 
 03/02  12:00:00,1.8125000000000002,4.125,11.4211926810182,829.9013650846341,1457805.0377769293,18751.537502999996,18751.537502999996,10.062756809171763,15546303.075006 
 03/02  13:00:00,1.8875,5.5,10.086861369905648,770.3156177077798,1273412.6411333657,18751.537502999996,18751.537502999996,9.107800613798702,10339263.075006 
 03/02  14:00:00,2.0,7.0,11.34339335927713,765.2296670076367,1392983.0823235984,18751.537502999996,18751.537502999996,9.886755757839877,15546303.075006 
 03/02  15:00:00,2.3125,4.5,11.678513624612266,842.7146395481896,1416962.3012862746,18751.537502999996,18751.537502999996,10.33516532366127,15546303.075006 
 03/02  16:00:00,2.8125,4.875,11.850935681620829,884.5788746866103,1368409.6026326423,18751.537502999996,18751.537502999996,10.566041327185872,15546303.075006 
 03/02  17:00:00,3.0,7.25,12.00576265603523,897.4892753425988,1363547.1916359216,18751.537502999996,18751.537502999996,10.727005228902875,15546303.075006 
 03/02  18:00:00,3.0,4.875,12.184078701971274,902.7774204022267,1388972.3150070778,18751.537502999996,18751.537502999996,10.869822654876604,15546303.075006 
 03/02  19:00:00,3.0,5.5,10.584209482576092,789.1314746405944,1181716.1539384662,18751.537502999996,18751.537502999996,9.710913721296254,9037503.075006 
 03/02  20:00:00,2.375,7.625,10.336265045222449,585.0111521726091,1211334.504663513,18751.537502999996,18751.537502999996,9.25092018720459,9037503.075006 
 03/02  21:00:00,2.5,6.125,10.380088717295028,480.6989971482526,1195397.3819846332,18751.537502999996,18751.537502999996,9.287222467276298,9037503.075006 
 03/02  22:00:00,2.925,6.25,10.431238140706377,436.0235155866785,1140554.5560482498,18751.537502999996,18751.537502999996,9.403574438802043,9037503.075006 
 03/02  23:00:00,2.875,7.0,10.448735271409932,415.89927636078835,1151700.4397069192,18751.537502999996,18751.537502999996,9.414809147773052,9037503.075006 
 03/02  24:00:00,2.6125,5.125,10.459703229359686,407.03327329265915,1192999.42695561,18751.537502999996,18751.537502999996,9.384959612398092,9037503.075006 
 03/03  01:00:00,2.1875,5.875,10.4496781022002,403.1533388589751,1257785.8621846163,18751.537502999996,18751.537502999996,9.320489753827205,9037503.075006 
 03/03  02:00:00,1.75,5.75,10.432842041957809,401.39657725065587,1320714.8471843745,18751.537502999996,18751.537502999996,9.236634170864157,9037503.075006 
 03/03  03:00:00,1.725,4.375,10.427294133856503,400.62326232221864,1323358.4172540368,18751.537502999996,18751.537502999996,9.228042390199004,9037503.075006 
 03/03  04:00:00,1.6125,5.25,10.404902083704055,400.2802737790742,1338468.2647955918,18751.537502999996,18751.537502999996,9.19817505494704,9037503.075006 
 03/03  05:00:00,0.9375000000000001,5.375,10.36324825908844,400.1247035805988,1434922.6781141332,18751.537502999996,18751.537502999996,9.063482135326343,9037503.075006 
 03/03  06:00:00,0.5375,3.75,10.325008456130234,400.05576066465716,1489138.7516689403,18751.537502999996,18751.537502999996,8.968901793580702,9037503.075006 
 03/03  07:00:00,0.4375,4.25,10.281235108773528,400.0251899866331,1498570.7671699831,18751.537502999996,18751.537502999996,8.919398751164628,9037503.075006 
 03/03  08:00:00,0.275,4.375,10.250359891849662,400.0112736233821,1517947.0033342023,18751.537502999996,18751.537502999996,8.863981847554895,9037503.075006 
 03/03  09:00:00,0.2625,2.75,10.225893701907863,400.00506648992837,1515688.446461673,18751.537502999996,18751.537502999996,8.842084287142194,9037503.075006 
 03/03  10:00:00,0.36250000000000004,3.875,11.981524725339645,519.6194555044818,1738436.0648274347,18751.537502999996,18751.537502999996,10.19099571931711,15546303.075006 
 03/03  11:00:00,2.025,4.375,12.314322424021798,724.8212335286195,1559143.0540987214,18751.537502999996,18751.537502999996,10.844712676733021,15546303.075006 
 03/03  12:00:00,3.0,3.375,12.413154804603739,832.1185639688105,1427872.1019445201,18751.537502999996,18751.537502999996,11.087914137398856,15546303.075006 
 03/03  13:00:00,4.25,4.25,11.129260431255936,772.3038834704503,1069140.549595949,18751.537502999996,18751.537502999996,10.332940615645855,10339263.075006 
 03/03  14:00:00,5.625,5.0,12.489410789271531,768.0951657915498,1012478.094742891,18751.537502999996,18751.537502999996,11.38770139645643,15546303.075006 
 03/03  15:00:00,6.25,3.75,12.9469468995981,845.9259166321724,1005722.1332987305,18751.537502999996,18751.537502999996,11.977204769406303,15546303.075006 
 03/03  16:00:00,6.15,4.875,13.27263946392819,885.9177560359052,1070379.9368602014,18751.537502999996,18751.537502999996,12.239183024951071,15546303.075006 
 03/03  17:00:00,6.0,6.0,13.627351968202063,898.3275142517299,1145643.3009929503,18751.537502999996,18751.537502999996,12.508887631038274,15546303.075006 
 03/03  18:00:00,5.75,4.75,14.009279038735619,904.4834554695174,1240898.5009698216,18751.537502999996,18751.537502999996,12.793396769439084,15546303.075006 
 03/03  19:00:00,5.725,3.375,12.625832224196873,790.2230237804237,1072402.3909648887,18751.537502999996,18751.537502999996,11.824288728137976,9037503.075006 
 03/03  20:00:00,3.425,3.0,12.550109515252318,588.1452184853133,1383229.6976935368,18751.537502999996,18751.537502999996,11.263796908011509,9037503.075006 
 03/03  21:00:00,1.8125000000000002,2.375,12.683274719533605,483.6440326181214,1646070.1850657745,18751.537502999996,18751.537502999996,11.125804333746512,9037503.075006 
 03/03  22:00:00,1.575,2.625,12.804197015664691,437.6690620119838,1702838.3617838619,18751.537502999996,18751.537502999996,11.20344953333389,9037503.075006 
 03/03  23:00:00,0.5625,2.375,12.8585658621,416.85258593488277,1867315.2805993077,18751.537502999996,18751.537502999996,11.113272240971865,9037503.075006 
 03/03  24:00:00,0.8749999999999999,2.625,12.88022107337914,407.5478741229361,1822812.7821441859,18751.537502999996,18751.537502999996,11.17900653496075,9037503.075006 
 03/04  01:00:00,-0.10000000000000006,3.0,12.844236676832756,403.3881789114347,1970047.7232421883,18751.537502999996,18751.537502999996,11.024248317095992,9037503.075006 
 03/04  02:00:00,-1.0,3.0,12.762961037614208,401.5142086880336,2094475.8414504589,18751.537502999996,18751.537502999996,10.81899169698848,9037503.075006 
 03/04  03:00:00,-0.6875,2.375,12.683469013669324,400.6773297062872,2034877.7581491484,18751.537502999996,18751.537502999996,10.800510304653118,9037503.075006 
 03/04  04:00:00,-0.8125,3.875,12.566074499820651,400.3039709050044,2038393.6097527824,18751.537502999996,18751.537502999996,10.694245495196709,9037503.075006 
 03/04  05:00:00,-1.0,5.0,12.421779776141467,400.1350144883423,2045774.4670227973,18751.537502999996,18751.537502999996,10.542888543150436,9037503.075006 
 03/04  06:00:00,-0.9374999999999999,3.75,12.285196762454781,400.05998464365456,2015328.8786795223,18751.537502999996,18751.537502999996,10.435535964905611,9037503.075006 
 03/04  07:00:00,-0.3375,3.625,12.14719734416641,400.0268563660352,1903398.4688715786,18751.537502999996,18751.537502999996,10.405118446898928,9037503.075006 
 03/04  08:00:00,0.125,4.0,12.023981511888854,400.01198847579775,1814105.190753899,18751.537502999996,18751.537502999996,10.364195984811584,9037503.075006 
 03/04  09:00:00,0.2625,2.75,11.903323775816983,400.00535641638186,1774640.2282760555,18751.537502999996,18751.537502999996,10.286871804373137,9037503.075006 
 03/04  10:00:00,0.5499999999999999,3.25,13.56841623788632,519.5013011928866,1954584.4187796048,18751.537502999996,18751.537502999996,11.579306878461075,15546303.075006 
 03/04  11:00:00,4.0125,4.625,13.840586021420373,724.2412309439296,1491428.5795024633,18751.537502999996,18751.537502999996,12.447197161674506,15546303.075006 
 03/04  12:00:00,7.062499999999999,4.375,13.911946211294822,828.8976884029524,1040293.207407202,18751.537502999996,18751.537502999996,12.976597638828894,15546303.075006 
 03/04  13:00:00,8.5125,5.25,12.59651832903317,767.2997731360088,646122.5691057206,18751.537502999996,18751.537502999996,12.225300579421706,10339263.075006 
 03/04  14:00:00,9.0,6.625,13.894511085215797,762.9710571684373,715126.0687795533,18751.537502999996,18751.537502999996,13.097907376074602,15546303.075006 
 03/04  15:00:00,9.4375,5.75,14.317389198941946,838.4277621228025,730902.0802006951,18751.537502999996,18751.537502999996,13.623141284206394,15546303.075006 
 03/04  16:00:00,9.2625,5.625,14.629044463929436,876.4577236853688,805346.7472669671,18751.537502999996,18751.537502999996,13.862344394446925,15546303.075006 
 03/04  17:00:00,9.0,6.0,14.96652528669788,892.256526295937,895275.0834713691,18751.537502999996,18751.537502999996,14.10104765056116,15546303.075006 
 03/04  18:00:00,9.0,5.375,15.32779302868835,898.8070694841892,949700.684210879,18751.537502999996,18751.537502999996,14.40594930987578,15546303.075006 
 03/04  19:00:00,8.375,4.375,13.919255648749255,783.2181360144823,868207.6808896594,18751.537502999996,18751.537502999996,13.32526601896117,9037503.075006 
 03/04  20:00:00,8.0,5.25,13.861842153072729,583.012609236833,886688.3037672234,18751.537502999996,18751.537502999996,13.052643328208191,9037503.075006 
 03/04  21:00:00,7.812499999999999,4.125,14.038492385794612,480.0605376600032,941599.9446116523,18751.537502999996,18751.537502999996,13.172428030166376,9037503.075006 
 03/04  22:00:00,6.6375,3.625,14.167498105907338,435.48761184569025,1143027.9667744166,18751.537502999996,18751.537502999996,13.121492670137638,9037503.075006 
 03/04  23:00:00,6.0,4.0,14.262358281429298,415.7303828866511,1254640.746833414,18751.537502999996,18751.537502999996,13.106613328657577,9037503.075006 
 03/04  24:00:00,5.250000000000001,3.375,14.334745456379684,406.97167768467693,1380519.7122703977,18751.537502999996,18751.537502999996,13.06526298214515,9037503.075006 
 03/05  01:00:00,3.9875,4.25,14.36017254391236,403.0874756224506,1577472.1081303698,18751.537502999996,18751.537502999996,12.907128077171556,9037503.075006 
 03/05  02:00:00,3.8125,5.0,14.376607298454564,401.3620721080822,1606050.0196929618,18751.537502999996,18751.537502999996,12.890791903096119,9037503.075006 
 03/05  03:00:00,3.6875,3.75,14.391010502813183,400.60128948974983,1627166.1792125814,18751.537502999996,18751.537502999996,12.889545750214785,9037503.075006 
 03/05  04:00:00,3.1875,3.625,14.373895999988564,400.2666076790515,1701123.4276991007,18751.537502999996,18751.537502999996,12.806809157025754,9037503.075006 
 03/05  05:00:00,2.375,4.0,14.331824666702875,400.1181657375394,1818984.2390998136,18751.537502999996,18751.537502999996,12.653380852333347,9037503.075006 
 03/05  06:00:00,2.125,2.75,14.293554285787314,400.05242236869105,1850260.138631113,18751.537502999996,18751.537502999996,12.57934083336932,9037503.075006 
 03/05  07:00:00,2.075,2.625,14.242935291761997,400.023340477892,1852268.7009061296,18751.537502999996,18751.537502999996,12.536443688565681,9037503.075006 
 03/05  08:00:00,1.6875,3.0,14.17420335654532,400.01039047781256,1902316.6999039631,18751.537502999996,18751.537502999996,12.420490986380775,9037503.075006 
 03/05  09:00:00,1.5,2.375,14.096169312286776,400.0046270106616,1919180.8795583814,18751.537502999996,18751.537502999996,12.329351884218081,9037503.075006 
 03/05  10:00:00,1.8125,1.375,15.770014461311654,519.4620052630742,2097781.7822824274,18751.537502999996,18751.537502999996,13.639221795793613,15546303.075006 
 03/05  11:00:00,2.625,1.625,15.99075644997873,724.6048676263003,2032335.307841314,18751.537502999996,18751.537502999996,14.087818235834838,15546303.075006 
 03/05  12:00:00,2.6875,1.375,15.927374602166731,829.9403953039051,2016237.9440226434,18751.537502999996,18751.537502999996,14.066518591510551,15546303.075006 
 03/05  13:00:00,2.8125,1.0,14.43937463826866,768.9166276587907,1796917.352678408,18751.537502999996,18751.537502999996,12.967174661004972,10339263.075006 
 03/05  14:00:00,2.375,2.25,15.484978449858472,765.9685770948496,1970581.9430610132,18751.537502999996,18751.537502999996,13.497043820676446,15546303.075006 
 03/05  15:00:00,2.1875,2.375,15.625345952584961,843.2714085528223,2042887.813935995,18751.537502999996,18751.537502999996,13.70688063474487,15546303.075006 
 03/05  16:00:00,2.1125,2.0,15.662622514801681,881.8967827113287,2060072.3123273614,18751.537502999996,18751.537502999996,13.725537346276429,15546303.075006 
 03/05  17:00:00,1.6875,2.625,15.720265925494804,898.5188653627362,2130770.8308214704,18751.537502999996,18751.537502999996,13.706075465336415,15546303.075006 
 03/05  18:00:00,1.6874999999999998,2.375,15.806089045269403,905.4803506178112,2141856.082075307,18751.537502999996,18751.537502999996,13.771956728222058,15546303.075006 
 03/05  19:00:00,1.925,3.25,14.154946257234563,789.2113776018277,1887257.2112158034,18751.537502999996,18751.537502999996,12.59060646596363,9037503.075006 
 03/05  20:00:00,1.1875000000000002,3.375,13.846388806287383,586.2111647262832,1926052.8535582633,18751.537502999996,18751.537502999996,12.069618802794613,9037503.075006 
 03/05  21:00:00,0.6375,3.0,13.781984322675033,482.223154945577,1999116.0677077465,18751.537502999996,18751.537502999996,11.92997350832399,9037503.075006 
 03/05  22:00:00,0.6,3.0,13.681371358809026,436.6727107837471,1990131.325831967,18751.537502999996,18751.537502999996,11.84919467289065,9037503.075006 
 03/05  23:00:00,0.225,3.0,13.540554524863273,416.33245071728686,2025751.3078178056,18751.537502999996,18751.537502999996,11.680454967182781,9037503.075006 
 03/05  24:00:00,0.0625,2.375,13.37922679151608,407.2864882497953,2027256.194032506,18751.537502999996,18751.537502999996,11.521584026857665,9037503.075006 
 03/06  01:00:00,0.0375,4.5,13.173930976041657,403.2573072805568,2001972.6753827156,18751.537502999996,18751.537502999996,11.358313320848342,9037503.075006 
 03/06  02:00:00,-0.625,6.0,12.913404750001789,401.43688413558573,2062969.8688964895,18751.537502999996,18751.537502999996,11.044560791912172,9037503.075006 
 03/06  03:00:00,-0.9374999999999999,4.75,12.656968590676414,400.6341765512341,2070564.4428534326,18751.537502999996,18751.537502999996,10.774526162598136,9037503.075006 
 03/06  04:00:00,-1.5875,5.25,12.371635146437105,400.2825636181798,2128202.8655177853,18751.537502999996,18751.537502999996,10.450491310383118,9037503.075006 
 03/06  05:00:00,-2.625,4.75,12.06163712548932,400.12511997296735,2237242.2580695646,18751.537502999996,18751.537502999996,10.026537111902172,9037503.075006 
 03/06  06:00:00,-2.6875,4.0,11.779813770873277,400.0558063245638,2204266.3815580937,18751.537502999996,18751.537502999996,9.772554423198137,9037503.075006 
 03/06  07:00:00,-3.4375,4.0,11.502815002403807,400.02502470840375,2276238.6492236704,18751.537502999996,18751.537502999996,9.42557738472166,9037503.075006 
 03/06  08:00:00,-4.0,3.375,11.273644161271998,400.01119726968926,2322555.0341673745,18751.537502999996,18751.537502999996,9.130690057085916,9037503.075006 
 03/06  09:00:00,-3.1875,2.375,11.09367705798737,400.0050330048182,2171591.9523466052,18751.537502999996,18751.537502999996,9.092941164007932,9037503.075006 
 03/06  10:00:00,-2.2625,3.875,12.709785443104547,519.4265632957099,2243296.0696789464,18751.537502999996,18751.537502999996,10.414052866511156,15546303.075006 
 03/06  11:00:00,-0.75,5.0,12.897181586807053,724.2355601384072,2069576.8195787747,18751.537502999996,18751.537502999996,10.955406812911207,15546303.075006 
 03/06  12:00:00,0.0625,4.375,12.870425174394128,830.2153995255743,1942797.540941168,18751.537502999996,18751.537502999996,11.060031713972714,15546303.075006 
 03/06  13:00:00,1.0375,4.625,11.477601540296087,770.0663135058098,1608884.5993022071,18751.537502999996,18751.537502999996,10.163732568485411,10339263.075006 
 03/06  14:00:00,1.6625,5.625,12.729765334469713,766.1793142700371,1648939.8322849476,18751.537502999996,18751.537502999996,11.014130934558167,15546303.075006 
 03/06  15:00:00,1.7625,4.125,13.091900743773826,843.7546949237847,1708227.84075834,18751.537502999996,18751.537502999996,11.4449005684968,15546303.075006 
 03/06  16:00:00,1.6750000000000003,5.5,13.329832065697282,883.8064448648673,1757774.0066789063,18751.537502999996,18751.537502999996,11.637093508127247,15546303.075006 
 03/06  17:00:00,0.7875,7.625,13.570755442982403,894.4513934066958,1929206.0732522476,18751.537502999996,18751.537502999996,11.705696530993801,15546303.075006 
 03/06  18:00:00,0.2375,4.25,13.863195005409974,900.4177622032219,2054483.7542344928,18751.537502999996,18751.537502999996,11.856870366715679,15546303.075006 
 03/06  19:00:00,0.44999999999999996,4.5,12.37390478197922,787.8969549718447,1835170.0006576418,18751.537502999996,18751.537502999996,10.83763509442701,9037503.075006 
 03/06  20:00:00,-1.025,4.75,12.174469203160902,585.4817576529592,2001669.6392860892,18751.537502999996,18751.537502999996,10.301020907590678,9037503.075006 
 03/06  21:00:00,-1.5624999999999998,2.75,12.170139962587296,482.2397468967789,2081741.4196033557,18751.537502999996,18751.537502999996,10.217279348882553,9037503.075006 
 03/06  22:00:00,-2.3625,2.625,12.075107787384121,437.1218421420712,2193668.575987745,18751.537502999996,18751.537502999996,10.047016485480748,9037503.075006 
 03/06  23:00:00,-3.0,3.625,11.885119761548372,416.63519033416713,2263589.6405872437,18751.537502999996,18751.537502999996,9.800639021790769,9037503.075006 
 03/06  24:00:00,-2.6250000000000004,2.75,11.662676585235408,407.4517798835115,2174361.419207687,18751.537502999996,18751.537502999996,9.673820287805384,9037503.075006 
 03/07  01:00:00,-2.775,3.25,11.384292061947933,403.36610326953496,2158188.3792525153,18751.537502999996,18751.537502999996,9.431061055376775,9037503.075006 
 03/07  02:00:00,-3.0,4.0,11.068241009414383,401.50851627644863,2145211.915773222,18751.537502999996,18751.537502999996,9.12966477650502,9037503.075006 
 03/07  03:00:00,-3.125,2.75,10.756015722854404,400.6771223833992,2116677.64002316,18751.537502999996,18751.537502999996,8.844845792324977,9037503.075006 
 03/07  04:00:00,-3.7,2.625,10.431889044760693,400.30671998496075,2155753.0631259917,18751.537502999996,18751.537502999996,8.488284751886098,9037503.075006 
 03/07  05:00:00,-4.0,4.25,10.10438942818347,400.13804389048704,2151664.5031480133,18751.537502999996,18751.537502999996,8.161811872570421,9037503.075006 
 03/07  06:00:00,-3.4374999999999996,4.375,9.815356962645716,400.0618403899163,2020167.8766545742,18751.537502999996,18751.537502999996,7.989120543060182,9037503.075006 
 03/07  07:00:00,-3.0375,4.625,9.5517660510112,400.0278494555136,1919150.3517646217,18751.537502999996,18751.537502999996,7.824175258215744,9037503.075006 
 03/07  08:00:00,-3.0,5.0,9.317516492562167,400.012476432007,1876435.3211915689,18751.537502999996,18751.537502999996,7.62179219804897,9037503.075006 
 03/07  09:00:00,-2.375,5.0,9.11747000875174,400.0055886460027,1750086.1400667361,18751.537502999996,18751.537502999996,7.538859108492807,9037503.075006 
 03/07  10:00:00,-1.375,6.875,8.921950065006909,400.0025014573359,1569378.5234067028,18751.537502999996,18751.537502999996,7.523909841036781,9037503.075006 
 03/07  11:00:00,0.25,8.0,8.766673141995081,400.0011019811728,1296524.0899822442,18751.537502999996,18751.537502999996,7.617186584192203,9037503.075006 
 03/07  12:00:00,0.875,6.125,8.662367064181607,400.0004864557857,1184997.36114232,18751.537502999996,18751.537502999996,7.61763378925297,9037503.075006 
 03/07  13:00:00,1.425,7.5,8.59918160372871,400.00021713725846,1089972.5040937476,18751.537502999996,18751.537502999996,7.634009484193577,9037503.075006 
 03/07  14:00:00,1.8,8.375,8.598320369944739,400.0000952219224,1030522.2884040078,18751.537502999996,18751.537502999996,7.674923299738911,9037503.075006 
 03/07  15:00:00,1.6125,5.5,8.6588253401953,400.0000420480498,1066172.4964044038,18751.537502999996,18751.537502999996,7.688631726880939,9037503.075006 
 03/07  16:00:00,1.8125,7.75,8.740052750135064,400.0000187995341,1048300.830577865,18751.537502999996,18751.537502999996,7.78736303732567,9037503.075006 
 03/07  17:00:00,2.0,9.375,8.838351391412859,400.00000817761463,1033308.0351578499,18751.537502999996,18751.537502999996,7.88961372605253,9037503.075006 
